pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,command_rpy.time,command_rpy.cmd_r,command_rpy.cmd_p,command_rpy.cmd_y,command_rpy.cmd_thrust,real_rate.time,real_rate.r,real_rate.p,real_rate.y,real_rate.thrust,target_rate.time,target_rate.r,target_rate.p,target_rate.y,target_rate.thrust,motor.time,motor.m1,motor.m2,motor.m3,motor.m4
1718613840913882794,-0.07955893129110336,-0.2461256980895996,0.020578017458319664,1718613840914960334,0.9857070446014404,-0.00914863869547844,0.00216454965993762,0.16819997131824493,1718613841139191684,0.012060600332915783,-0.005030456930398941,-0.00019036245066672564,1718613840892765868,-0.06271462142467499,0.053453680127859116,-0.058487679809331894,1718613840920234466,0.0,0.0,0.0,0.0,1718613840886730870,-0.0006214870372787118,-0.00459872605279088,-0.0003419685235712677,0.0,1718613840889976136,5.957134246826172,2.5349385738372803,-3504.796142578125,0.0,1718613840921400465,0.0,0.0,0.0,0.0
1718613840931686474,-0.07954775542020798,-0.24614110589027405,0.02058015950024128,1718613840923696954,0.9857049584388733,-0.009142869152128696,0.0021675252355635166,0.16821257770061493,1718613841181850221,0.01172848790884018,-0.004531314130872488,-0.0002189278311561793,1718613840902324312,-0.050046008080244064,0.05772238224744797,0.02752450294792652,1718613840929299334,0.0,0.0,0.0,0.0,1718613840898411738,0.0025308560580015182,0.003319832496345043,0.0022336302790790796,0.0,1718613840900251823,5.955276012420654,2.5334508419036865,-3504.828857421875,0.0,1718613840938384975,0.0,0.0,0.0,0.0
1718613840942549459,-0.07956287264823914,-0.24613817036151886,0.020580915734171867,1718613840932803863,0.9857040643692017,-0.009140729904174805,0.0021593235433101654,0.16821840405464172,1718613841193892783,0.011828882619738579,-0.004713929258286953,-0.0003441360022407025,1718613840912593226,-0.050823114812374115,0.16306143999099731,0.07730732858181,1718613840937007123,0.0,0.0,0.0,0.0,1718613840905164253,-0.0005304458318278193,0.0036949687637388706,0.0023295956198126078,0.0,1718613840907063935,5.960175514221191,2.534905195236206,-3508.294189453125,0.0,1718613840951386803,0.0,0.0,0.0,0.0
1718613840961711215,-0.07964828610420227,-0.24609962105751038,0.02057793363928795,1718613840944084475,0.9857048988342285,-0.0091348085552454,0.0021585035137832165,0.16821375489234924,1718613841224627035,0.011736852116882801,-0.004456833470612764,-0.00039440960972569883,1718613840922485437,-0.08345993608236313,0.05114852264523506,0.08261904865503311,1718613840948243698,0.0,0.0,0.0,0.0,1718613840915841188,0.0033687076065689325,-0.0019724597223103046,0.004097670782357454,0.0,1718613840917027144,5.956334590911865,2.527512788772583,-3504.849609375,0.0,1718613840957607618,0.0,0.0,0.0,0.0
1718613840978978403,-0.07957875728607178,-0.24613481760025024,0.020577210932970047,1718613840953484925,0.9857056140899658,-0.009131706319749355,0.0021427676547318697,0.1682097315788269,1718613841277698107,0.011987815611064434,-0.004932760260999203,-0.0007536860648542643,1718613840930468500,0.21756063401699066,0.06648122519254684,-0.3004535436630249,1718613840967927700,0.0,0.0,0.0,0.0,1718613840924712328,-0.000392877496778965,0.00026042142417281866,0.0025296304374933243,0.0,1718613840925663580,5.952042579650879,2.5289394855499268,-3505.115234375,0.0,1718613840970225074,0.0,0.0,0.0,0.0
1718613840987938435,-0.07957875728607178,-0.24613481760025024,0.020577210932970047,1718613840963028175,0.9857054948806763,-0.009158623404800892,0.002118254778906703,0.16820921003818512,1718613841293935244,0.012021398171782494,-0.0050485143437981606,-0.0008779065683484077,1718613840941178087,-0.164974644780159,-0.09690668433904648,-0.08007848262786865,1718613841003445428,0.0,0.0,0.0,0.0,1718613840933758327,0.0007966320845298469,-0.002107000909745693,0.0028527744580060244,0.0,1718613840934719482,5.9515252113342285,2.523162841796875,-3505.238037109375,0.0,1718613840977020687,0.0,0.0,0.0,0.0
1718613840996239250,-0.07956821471452713,-0.2461404651403427,0.020581617951393127,1718613840972809085,0.9857060313224792,-0.009153668768703938,0.002123297890648246,0.16820645332336426,1718613841303359484,0.012226509861648083,-0.005127463489770889,-0.0008780203061178327,1718613840952514975,-0.0736386775970459,0.054779645055532455,0.20976032316684723,1718613841012714449,0.0,0.0,0.0,0.0,1718613840945099235,0.002945885993540287,0.0037286849692463875,-0.001557568204589188,0.0,1718613840966842289,5.968441963195801,2.49731707572937,-3505.05029296875,0.0,1718613840985985928,0.0,0.0,0.0,0.0
1718613841005422563,-0.07956821471452713,-0.2461404651403427,0.020581617951393127,1718613840980610515,0.9857069253921509,-0.009152528829872608,0.0021217481698840857,0.16820091009140015,1718613841370521118,0.012031229212880135,-0.004570548888295889,-0.0004333844408392906,1718613840960090888,-0.01220612321048975,-0.16123592853546143,-0.11046703159809113,1718613841019953964,0.0,0.0,0.0,0.0,1718613840954644538,-0.002413010923191905,-0.004603431560099125,-0.0018624019576236606,0.0,1718613840975973151,5.964503765106201,2.500148296356201,-3504.991943359375,0.0,1718613841013698506,0.0,0.0,0.0,0.0
1718613841034845234,-0.07960691303014755,-0.24612818658351898,0.020582249388098717,1718613840988900971,0.9857056140899658,-0.009153510443866253,0.0021052570082247257,0.16820913553237915,1718613841391714543,0.01190414372831583,-0.004607191774994135,-0.00024580207536928356,1718613840971790495,-0.06163931265473366,0.05299492925405502,0.20384615659713745,1718613841029345418,0.0,0.0,0.0,0.0,1718613840964082422,-0.0007542563253082335,3.859561911667697e-05,0.0008499854593537748,0.0,1718613840983947628,5.963923931121826,2.498931407928467,-3504.875732421875,0.0,1718613841032474186,0.0,0.0,0.0,0.0
1718613841068606939,-0.07958938181400299,-0.24613438546657562,0.020574994385242462,1718613840997154205,0.9857051372528076,-0.009152243845164776,0.002113615395501256,0.16821187734603882,1718613841398488814,0.011989148333668709,-0.004628393333405256,-0.0003026642370969057,1718613840978066141,-0.03826121240854263,0.010887466371059418,0.02564239501953125,1718613841041327871,0.0,0.0,0.0,0.0,1718613840973940328,0.0002568195923231542,0.004700396675616503,-0.00399968633428216,0.0,1718613840993013923,5.966477394104004,2.4879069328308105,-3505.05078125,0.0,1718613841044227491,0.0,0.0,0.0,0.0
