pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4,rpy.r,rpy.p,rpy.y,bat.time,bat
1719913592090352566,-0.7866480350494385,-0.05292150378227234,0.9324222803115845,1719913592091510469,0.2005777359008789,0.10060527920722961,0.10187198221683502,0.9691579937934875,1719913592085198966,-0.2573007047176361,0.8585119843482971,-0.057868946343660355,1719913592088728856,-6.902063846588135,-87.73706817626953,30.416440963745117,1719913592087900557,42571.0,58110.0,58415.0,42645.0,13.989383697509766,7.93880033493042,155.4615020751953,1719913592086145802,3.07214093208313
1719913592101773216,-0.7884138822555542,-0.04626656696200371,0.9319307804107666,1719913592102858688,0.19891010224819183,0.10836461931467056,0.09906372427940369,0.9689562916755676,1719913592094809242,-0.23332512378692627,0.8676901459693909,-0.06135003641247749,1719913592100558304,-12.633716583251953,-85.45997619628906,31.204620361328125,1719913592098945219,42621.0,55727.0,60531.0,48664.0,13.92758846282959,8.866825103759766,155.52902221679688,1719913592096939970,3.07214093208313
1719913592110912220,-0.7903780341148376,-0.038968268781900406,0.9313480854034424,1719913592112252139,0.19694936275482178,0.11633379757404327,0.09562430530786514,0.9687783122062683,1719913592105471246,-0.2080639898777008,0.8760383129119873,-0.0643768161535263,1719913592109577047,-14.705605506896973,-74.82665252685547,30.240877151489258,1719913592108590825,42047.0,54157.0,59009.0,53581.0,13.80298900604248,9.82221794128418,155.60687255859375,1719913592106525832,3.1038124561309814
1719913592121475719,-0.792688250541687,-0.02909904718399048,0.9306828379631042,1719913592122731991,0.19502829015254974,0.12225602567195892,0.09296496957540512,0.9686964750289917,1719913592114417350,-0.17997296154499054,0.8839976191520691,-0.06778068095445633,1719913592119788935,-14.390739440917969,-59.25126266479492,32.808372497558594,1719913592118703532,45546.0,52067.0,57153.0,55797.0,13.608437538146973,10.820748329162598,155.72222900390625,1719913592116743459,3.0879766941070557
1719913592132314572,-0.7944552302360535,-0.019873525947332382,0.9298621416091919,1719913592133638983,0.19259722530841827,0.1272813081741333,0.09029985219240189,0.9687877297401428,1719913592124967974,-0.15623170137405396,0.9015806913375854,-0.07194264233112335,1719913592130777261,-8.044286727905273,-40.103904724121094,31.900299072265625,1719913592129427137,64504.0,53096.0,40067.0,49709.0,13.445669174194336,11.571833610534668,155.86489868164062,1719913592128252227,3.0932552814483643
1719913592142561883,-0.7956064939498901,-0.011895252391695976,0.929163932800293,1719913592143880071,0.1901308000087738,0.13100288808345795,0.08776670694351196,0.969011664390564,1719913592137226500,-0.12694895267486572,0.9135553240776062,-0.076425701379776,1719913592141422782,-18.360111236572266,-32.5224723815918,33.04475402832031,1719913592140406995,47570.0,51568.0,56511.0,57270.0,13.24954605102539,12.229857444763184,156.08636474609375,1719913592138391071,3.0668623447418213
1719913592150550309,-0.7966691255569458,-0.0019077034667134285,0.9284523129463196,1719913592151738018,0.18772181868553162,0.13330434262752533,0.08538015186786652,0.9693805575370789,1719913592145937811,-0.09533434361219406,0.9197949767112732,-0.07937248051166534,1719913592149452073,-23.756437301635742,-25.610164642333984,33.8829231262207,1719913592148494922,47840.0,50829.0,55600.0,56773.0,13.029906272888184,12.739127159118652,156.33714294433594,1719913592147326304,3.0774195194244385
1719913592162185352,-0.7972023487091064,0.006412609480321407,0.9279221892356873,1719913592163850541,0.18528419733047485,0.13521111011505127,0.08226887136697769,0.9698543548583984,1719913592154258802,-0.06701137870550156,0.9349448084831238,-0.0815044641494751,1719913592161027439,-25.445417404174805,-18.29166603088379,34.241004943847656,1719913592159828733,63121.0,55470.0,36998.0,54924.0,12.78697395324707,13.08461856842041,156.60800170898438,1719913592156418016,3.0774195194244385
1719913592172202147,-0.7972539663314819,0.014707008376717567,0.9275131821632385,1719913592174372109,0.18272487819194794,0.13690252602100372,0.07856415957212448,0.9704096913337708,1719913592167241240,-0.03732576221227646,0.9430349469184875,-0.08274645358324051,1719913592170889233,-35.00340270996094,-21.885711669921875,33.276161193847656,1719913592169710208,44699.0,51033.0,56659.0,55293.0,12.447982788085938,13.402121543884277,156.90045166015625,1719913592168612371,3.0879766941070557
1719913592181533745,-0.7970606684684753,0.021311184391379356,0.9271554350852966,1719913592184456212,0.18069212138652802,0.13871559500694275,0.07378416508436203,0.9709079265594482,1719913592176827577,-0.003333848435431719,0.9482219219207764,-0.08208774775266647,1719913592180396528,-47.306968688964844,-26.321317672729492,31.759334564208984,1719913592179129186,40056.0,50763.0,59339.0,55330.0,12.031453132629395,13.709062576293945,157.22096252441406,1719913592177965072,3.056305170059204
