"Step","success","random4to5_particle_woTP_seed2/09-08_11-01 - train/stats.success_unif__MIN","random4to5_particle_woTP_seed2/09-08_11-01 - train/stats.success_unif__MAX"
"12","0.0146484375","0.0146484375","0.0146484375"
"37","0.01806640625","0.01806640625","0.01806640625"
"62","0.016240157186985016","0.016240157186985016","0.016240157186985016"
"87","0.019306931644678116","0.019306931644678116","0.019306931644678116"
"112","0.017326733097434044","0.017326733097434044","0.017326733097434044"
"137","0.013930348679423332","0.013930348679423332","0.013930348679423332"
"162","0.018555667251348495","0.018555667251348495","0.018555667251348495"
"187","0.015546640381217003","0.015546640381217003","0.015546640381217003"
"212","0.020171457901597023","0.020171457901597023","0.020171457901597023"
"237","0.01635155826807022","0.01635155826807022","0.01635155826807022"
"262","0.018395502120256424","0.018395502120256424","0.018395502120256424"
"287","0.01500258781015873","0.01500258781015873","0.01500258781015873"
"312","0.012598425149917603","0.012598425149917603","0.012598425149917603"
"337","0.017322834581136703","0.017322834581136703","0.017322834581136703"
"362","0.020255863666534424","0.020255863666534424","0.020255863666534424"
"387","0.017876489087939262","0.017876489087939262","0.017876489087939262"
"412","0.016793066635727882","0.016793066635727882","0.016793066635727882"
"437","0.016620498150587082","0.016620498150587082","0.016620498150587082"
"462","0.01990898698568344","0.01990898698568344","0.01990898698568344"
"487","0.022753126919269562","0.022753126919269562","0.022753126919269562"
"512","0.021726364269852638","0.021726364269852638","0.021726364269852638"
"537","0.013990267179906368","0.013990267179906368","0.013990267179906368"
"562","0.015206812880933285","0.015206812880933285","0.015206812880933285"
"587","0.01592356711626053","0.01592356711626053","0.01592356711626053"
"612","0.01860465109348297","0.01860465109348297","0.01860465109348297"
"637","0.017940199002623558","0.017940199002623558","0.017940199002623558"
"662","0.017179669812321663","0.017179669812321663","0.017179669812321663"
"687","0.018239492550492287","0.018239492550492287","0.018239492550492287"
"712","0.016653450205922127","0.016653450205922127","0.016653450205922127"
"737","0.016858918592333794","0.016858918592333794","0.016858918592333794"
"762","0.01590668223798275","0.01590668223798275","0.01590668223798275"
"787","0.016967127099633217","0.016967127099633217","0.016967127099633217"
"812","0.009641873650252819","0.009641873650252819","0.009641873650252819"
"837","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"862","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"887","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"912","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"937","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"962","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"987","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1012","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1037","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"1062","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"1087","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"1112","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1137","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"1162","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"1187","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"1212","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1237","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1262","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"1287","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"1312","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"1337","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"1362","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1387","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1412","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1437","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1462","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1487","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1512","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1537","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1562","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1587","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1612","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1637","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1662","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"1687","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1712","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1737","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1762","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1787","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1812","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1837","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1862","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1887","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1912","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1937","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1962","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1987","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2012","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2037","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2062","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"2087","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"2112","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2137","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2162","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"2187","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"2212","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2237","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"2262","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"2287","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2312","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2337","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2362","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2387","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2412","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"2437","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2462","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"2487","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2512","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2537","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"2562","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2587","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2612","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2637","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2662","0.027642276138067245","0.027642276138067245","0.027642276138067245"
"2687","0.00650406489148736","0.00650406489148736","0.00650406489148736"
"2712","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"2737","0.00650406489148736","0.00650406489148736","0.00650406489148736"
"2762","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2787","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2812","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2837","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2862","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"2887","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2912","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2937","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"2962","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2987","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"3012","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3037","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"3062","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3087","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"3112","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"3137","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"3162","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"3187","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"3212","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3237","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3262","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"3287","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"3312","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"3337","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3362","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"3387","0.019512195140123367","0.019512195140123367","0.019512195140123367"
