"Step","success","random4to5_woparticle_TP_seed2/09-08_22-43 - train/stats.success__MIN","random4to5_woparticle_TP_seed2/09-08_22-43 - train/stats.success__MAX"
"12","0.01806640625","0.01806640625","0.01806640625"
"37","0.01318359375","0.01318359375","0.01318359375"
"62","0.01611328125","0.01611328125","0.01611328125"
"87","0.01806640625","0.01806640625","0.01806640625"
"112","0.01611328125","0.01611328125","0.01611328125"
"137","0.0205078125","0.0205078125","0.0205078125"
"162","0.0166015625","0.0166015625","0.0166015625"
"187","0.01171875","0.01171875","0.01171875"
"212","0.01611328125","0.01611328125","0.01611328125"
"237","0.01806640625","0.01806640625","0.01806640625"
"262","0.017578125","0.017578125","0.017578125"
"287","0.0146484375","0.0146484375","0.0146484375"
"312","0.01513671875","0.01513671875","0.01513671875"
"337","0.0166015625","0.0166015625","0.0166015625"
"362","0.017578125","0.017578125","0.017578125"
"387","0.015625","0.015625","0.015625"
"412","0.01513671875","0.01513671875","0.01513671875"
"437","0.01220703125","0.01220703125","0.01220703125"
"462","0.01611328125","0.01611328125","0.01611328125"
"487","0.01708984375","0.01708984375","0.01708984375"
"512","0.017578125","0.017578125","0.017578125"
"537","0.01708984375","0.01708984375","0.01708984375"
"562","0.0107421875","0.0107421875","0.0107421875"
"587","0.01513671875","0.01513671875","0.01513671875"
"612","0.0185546875","0.0185546875","0.0185546875"
"637","0.017578125","0.017578125","0.017578125"
"662","0.01611328125","0.01611328125","0.01611328125"
"687","0.015625","0.015625","0.015625"
"712","0.0146484375","0.0146484375","0.0146484375"
"737","0.01806640625","0.01806640625","0.01806640625"
"762","0.0146484375","0.0146484375","0.0146484375"
"787","0.017578125","0.017578125","0.017578125"
"812","0.015625","0.015625","0.015625"
"837","0.0224609375","0.0224609375","0.0224609375"
"862","0.02001953125","0.02001953125","0.02001953125"
"887","0.0166015625","0.0166015625","0.0166015625"
"912","0.01708984375","0.01708984375","0.01708984375"
"937","0.01220703125","0.01220703125","0.01220703125"
"962","0.0146484375","0.0146484375","0.0146484375"
"987","0.0126953125","0.0126953125","0.0126953125"
"1012","0.021484375","0.021484375","0.021484375"
"1037","0.0166015625","0.0166015625","0.0166015625"
"1062","0.0146484375","0.0146484375","0.0146484375"
"1087","0.01806640625","0.01806640625","0.01806640625"
"1112","0.02001953125","0.02001953125","0.02001953125"
"1137","0.0205078125","0.0205078125","0.0205078125"
"1162","0.017578125","0.017578125","0.017578125"
"1187","0.01708984375","0.01708984375","0.01708984375"
"1212","0.0205078125","0.0205078125","0.0205078125"
"1237","0.01220703125","0.01220703125","0.01220703125"
"1262","0.01806640625","0.01806640625","0.01806640625"
"1287","0.01318359375","0.01318359375","0.01318359375"
"1312","0.01513671875","0.01513671875","0.01513671875"
"1337","0.017578125","0.017578125","0.017578125"
"1362","0.01171875","0.01171875","0.01171875"
"1387","0.0185546875","0.0185546875","0.0185546875"
"1412","0.01806640625","0.01806640625","0.01806640625"
"1437","0.015625","0.015625","0.015625"
"1462","0.021484375","0.021484375","0.021484375"
"1487","0.01416015625","0.01416015625","0.01416015625"
"1512","0.01611328125","0.01611328125","0.01611328125"
"1537","0.01708984375","0.01708984375","0.01708984375"
"1562","0.015625","0.015625","0.015625"
"1587","0.02001953125","0.02001953125","0.02001953125"
"1612","0.01220703125","0.01220703125","0.01220703125"
"1637","0.0087890625","0.0087890625","0.0087890625"
"1662","0.01171875","0.01171875","0.01171875"
"1687","0.01220703125","0.01220703125","0.01220703125"
"1712","0.015625","0.015625","0.015625"
"1737","0.01123046875","0.01123046875","0.01123046875"
"1762","0.015625","0.015625","0.015625"
"1787","0.0224609375","0.0224609375","0.0224609375"
"1812","0.0205078125","0.0205078125","0.0205078125"
"1837","0.0205078125","0.0205078125","0.0205078125"
"1862","0.01708984375","0.01708984375","0.01708984375"
"1887","0.015625","0.015625","0.015625"
"1912","0.01806640625","0.01806640625","0.01806640625"
"1937","0.01904296875","0.01904296875","0.01904296875"
"1962","0.0146484375","0.0146484375","0.0146484375"
"1987","0.0146484375","0.0146484375","0.0146484375"
"2012","0.01953125","0.01953125","0.01953125"
"2037","0.01708984375","0.01708984375","0.01708984375"
"2062","0.0107421875","0.0107421875","0.0107421875"
"2087","0.0185546875","0.0185546875","0.0185546875"
"2112","0.01806640625","0.01806640625","0.01806640625"
"2137","0.015625","0.015625","0.015625"
"2162","0.01708984375","0.01708984375","0.01708984375"
"2187","0.0185546875","0.0185546875","0.0185546875"
"2212","0.01953125","0.01953125","0.01953125"
"2237","0.013671875","0.013671875","0.013671875"
"2262","0.0185546875","0.0185546875","0.0185546875"
"2287","0.015625","0.015625","0.015625"
"2312","0.0146484375","0.0146484375","0.0146484375"
"2337","0.01220703125","0.01220703125","0.01220703125"
"2362","0.015625","0.015625","0.015625"
"2387","0.01708984375","0.01708984375","0.01708984375"
"2412","0.017578125","0.017578125","0.017578125"
"2437","0.013671875","0.013671875","0.013671875"
"2462","0.0146484375","0.0146484375","0.0146484375"
"2487","0.01513671875","0.01513671875","0.01513671875"
"2512","0.0224609375","0.0224609375","0.0224609375"
"2537","0.01953125","0.01953125","0.01953125"
"2562","0.01708984375","0.01708984375","0.01708984375"
"2587","0.0166015625","0.0166015625","0.0166015625"
"2612","0.01806640625","0.01806640625","0.01806640625"
