"Step","success","particle_TP_final_seed1/09-07_07-42 - train/stats.success_unif__MIN","particle_TP_final_seed1/09-07_07-42 - train/stats.success_unif__MAX"
"12","0.013671875","0.013671875","0.013671875"
"37","0.013671875","0.013671875","0.013671875"
"62","0.015701668336987495","0.015701668336987495","0.015701668336987495"
"87","0.015301086939871311","0.015301086939871311","0.015301086939871311"
"112","0.0182625874876976","0.0182625874876976","0.0182625874876976"
"137","0.02133995108306408","0.02133995108306408","0.02133995108306408"
"162","0.020520519465208054","0.020520519465208054","0.020520519465208054"
"187","0.019519519060850143","0.019519519060850143","0.019519519060850143"
"212","0.017614493146538734","0.017614493146538734","0.017614493146538734"
"237","0.020418580621480942","0.020418580621480942","0.020418580621480942"
"262","0.017355794087052345","0.017355794087052345","0.017355794087052345"
"287","0.012377514503896236","0.012377514503896236","0.012377514503896236"
"312","0.013027617707848549","0.013027617707848549","0.013027617707848549"
"337","0.014590932056307793","0.014590932056307793","0.014590932056307793"
"362","0.015311510302126408","0.015311510302126408","0.015311510302126408"
"387","0.013390465639531612","0.013390465639531612","0.013390465639531612"
"412","0.013390465639531612","0.013390465639531612","0.013390465639531612"
"437","0.016820400953292847","0.016820400953292847","0.016820400953292847"
"462","0.014412417076528072","0.014412417076528072","0.014412417076528072"
"487","0.015521064400672913","0.015521064400672913","0.015521064400672913"
"512","0.019373219460248947","0.019373219460248947","0.019373219460248947"
"537","0.015348287299275398","0.015348287299275398","0.015348287299275398"
"562","0.01652892492711544","0.01652892492711544","0.01652892492711544"
"587","0.01787916198372841","0.01787916198372841","0.01787916198372841"
"612","0.01937984488904476","0.01937984488904476","0.01937984488904476"
"637","0.01937984488904476","0.01937984488904476","0.01937984488904476"
"662","0.015593220479786396","0.015593220479786396","0.015593220479786396"
"687","0.013698630034923553","0.013698630034923553","0.013698630034923553"
"712","0.015861570835113525","0.015861570835113525","0.015861570835113525"
"737","0.019308125600218773","0.019308125600218773","0.019308125600218773"
"762","0.019038984552025795","0.019038984552025795","0.019038984552025795"
"787","0.01631912961602211","0.01631912961602211","0.01631912961602211"
"812","0.014752370305359364","0.014752370305359364","0.014752370305359364"
"837","0.01424870453774929","0.01424870453774929","0.01424870453774929"
"862","0.01424870453774929","0.01424870453774929","0.01424870453774929"
"887","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"912","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"937","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"962","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"987","0.017886178568005562","0.017886178568005562","0.017886178568005562"
