"Step","success","particle_TP_final_seed2/09-07_20-40 - train/stats.success_unif__MIN","particle_TP_final_seed2/09-07_20-40 - train/stats.success_unif__MAX"
"12","0.01708984375","0.01708984375","0.01708984375"
"37","0.01806640625","0.01806640625","0.01806640625"
"62","0.016674840822815895","0.016674840822815895","0.016674840822815895"
"87","0.017249876633286476","0.017249876633286476","0.017249876633286476"
"112","0.017742730677127838","0.017742730677127838","0.017742730677127838"
"137","0.018858561292290688","0.018858561292290688","0.018858561292290688"
"162","0.013045660220086575","0.013045660220086575","0.013045660220086575"
"187","0.013045660220086575","0.013045660220086575","0.013045660220086575"
"212","0.019776875153183937","0.019776875153183937","0.019776875153183937"
"237","0.01490236446261406","0.01490236446261406","0.01490236446261406"
"262","0.015416239388287067","0.015416239388287067","0.015416239388287067"
"287","0.012467531487345695","0.012467531487345695","0.012467531487345695"
"312","0.017866525799036026","0.017866525799036026","0.017866525799036026"
"337","0.017866525799036026","0.017866525799036026","0.017866525799036026"
"362","0.01970181055366993","0.01970181055366993","0.01970181055366993"
"387","0.012459371238946915","0.012459371238946915","0.012459371238946915"
"412","0.01137594785541296","0.01137594785541296","0.01137594785541296"
"437","0.018763797357678413","0.018763797357678413","0.018763797357678413"
"462","0.020856820046901703","0.020856820046901703","0.020856820046901703"
"487","0.015783539041876793","0.015783539041876793","0.015783539041876793"
"512","0.01965317875146866","0.01965317875146866","0.01965317875146866"
"537","0.019058963283896446","0.019058963283896446","0.019058963283896446"
"562","0.01786777749657631","0.01786777749657631","0.01786777749657631"
"587","0.0235294122248888","0.0235294122248888","0.0235294122248888"
"612","0.013752455823123455","0.013752455823123455","0.013752455823123455"
"637","0.011787819676101208","0.011787819676101208","0.011787819676101208"
"662","0.01584022119641304","0.01584022119641304","0.01584022119641304"
"687","0.018355360254645348","0.018355360254645348","0.018355360254645348"
"712","0.017621144652366638","0.017621144652366638","0.017621144652366638"
"737","0.016051365062594414","0.016051365062594414","0.016051365062594414"
"762","0.014247551560401917","0.014247551560401917","0.014247551560401917"
"787","0.013357079587876797","0.013357079587876797","0.013357079587876797"
"812","0.017489710822701454","0.017489710822701454","0.017489710822701454"
"837","0.014102564193308353","0.014102564193308353","0.014102564193308353"
"862","0.01794871874153614","0.01794871874153614","0.01794871874153614"
"887","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"912","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"937","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"962","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"987","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1012","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1037","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1062","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1087","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1112","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1137","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1162","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1187","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"1212","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"1237","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"1262","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1287","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1312","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"1337","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1362","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1387","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1412","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1437","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1462","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1487","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1512","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"1537","0.030894307419657707","0.030894307419657707","0.030894307419657707"
"1562","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1587","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1612","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1637","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1662","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"1687","0.004878048785030842","0.004878048785030842","0.004878048785030842"
"1712","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1737","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1762","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1787","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1812","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1837","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1862","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"1887","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1912","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"1937","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1962","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1987","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2012","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2037","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2062","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2087","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2112","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"2137","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2162","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"2187","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2212","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2237","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2262","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2287","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2312","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2337","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2362","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2387","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2412","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2437","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2462","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"2487","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2512","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2537","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2562","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2587","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2612","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2637","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2662","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"2687","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2712","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2737","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2762","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2787","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2812","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2837","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2862","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2887","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2912","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"2937","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2962","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2987","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"3012","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"3037","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"3062","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"3087","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"3112","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"3137","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"3162","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"3187","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"3212","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"3237","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3262","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"3287","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"3312","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"3337","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"3362","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"3387","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"3412","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"3437","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3462","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3487","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3512","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"3537","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3562","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3587","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"3612","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"3637","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"3662","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"3687","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"3712","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"3737","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"3762","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"3787","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"3812","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"3837","0.03252032399177551","0.03252032399177551","0.03252032399177551"
"3862","0.10569105297327042","0.10569105297327042","0.10569105297327042"
