"Step","success","woparticle_woTP_seed1/09-11_09-12 - train/stats.success__MIN","woparticle_woTP_seed1/09-11_09-12 - train/stats.success__MAX"
"12","0.0146484375","0.0146484375","0.0146484375"
"37","0.021484375","0.021484375","0.021484375"
"62","0.013671875","0.013671875","0.013671875"
"87","0.0146484375","0.0146484375","0.0146484375"
"112","0.01708984375","0.01708984375","0.01708984375"
"137","0.017578125","0.017578125","0.017578125"
"162","0.01904296875","0.01904296875","0.01904296875"
"187","0.01708984375","0.01708984375","0.01708984375"
"212","0.01904296875","0.01904296875","0.01904296875"
"237","0.01708984375","0.01708984375","0.01708984375"
"262","0.01953125","0.01953125","0.01953125"
"287","0.01806640625","0.01806640625","0.01806640625"
"312","0.015625","0.015625","0.015625"
"337","0.01953125","0.01953125","0.01953125"
"362","0.017578125","0.017578125","0.017578125"
"387","0.01806640625","0.01806640625","0.01806640625"
"412","0.0078125","0.0078125","0.0078125"
"437","0.01318359375","0.01318359375","0.01318359375"
"462","0.017578125","0.017578125","0.017578125"
"487","0.015625","0.015625","0.015625"
"512","0.01513671875","0.01513671875","0.01513671875"
"537","0.017578125","0.017578125","0.017578125"
"562","0.01025390625","0.01025390625","0.01025390625"
"587","0.015625","0.015625","0.015625"
"612","0.01318359375","0.01318359375","0.01318359375"
"637","0.02001953125","0.02001953125","0.02001953125"
"662","0.0166015625","0.0166015625","0.0166015625"
"687","0.02099609375","0.02099609375","0.02099609375"
"712","0.01708984375","0.01708984375","0.01708984375"
"737","0.02001953125","0.02001953125","0.02001953125"
"762","0.02001953125","0.02001953125","0.02001953125"
"787","0.017578125","0.017578125","0.017578125"
"812","0.01513671875","0.01513671875","0.01513671875"
"837","0.01513671875","0.01513671875","0.01513671875"
"862","0.01416015625","0.01416015625","0.01416015625"
"887","0.01416015625","0.01416015625","0.01416015625"
"912","0.01904296875","0.01904296875","0.01904296875"
"937","0.0166015625","0.0166015625","0.0166015625"
"962","0.015625","0.015625","0.015625"
"987","0.02099609375","0.02099609375","0.02099609375"
"1012","0.021484375","0.021484375","0.021484375"
"1037","0.0166015625","0.0166015625","0.0166015625"
"1062","0.015625","0.015625","0.015625"
"1087","0.01416015625","0.01416015625","0.01416015625"
"1112","0.01708984375","0.01708984375","0.01708984375"
"1137","0.01611328125","0.01611328125","0.01611328125"
"1162","0.02001953125","0.02001953125","0.02001953125"
"1187","0.02099609375","0.02099609375","0.02099609375"
"1212","0.017578125","0.017578125","0.017578125"
"1237","0.015625","0.015625","0.015625"
"1262","0.01953125","0.01953125","0.01953125"
"1287","0.01953125","0.01953125","0.01953125"
"1312","0.01513671875","0.01513671875","0.01513671875"
"1337","0.01318359375","0.01318359375","0.01318359375"
"1362","0.0146484375","0.0146484375","0.0146484375"
"1387","0.01513671875","0.01513671875","0.01513671875"
"1412","0.01708984375","0.01708984375","0.01708984375"
"1437","0.0185546875","0.0185546875","0.0185546875"
"1462","0.01611328125","0.01611328125","0.01611328125"
"1487","0.01611328125","0.01611328125","0.01611328125"
"1512","0.013671875","0.013671875","0.013671875"
"1537","0.01513671875","0.01513671875","0.01513671875"
"1562","0.01513671875","0.01513671875","0.01513671875"
"1587","0.01806640625","0.01806640625","0.01806640625"
"1612","0.01318359375","0.01318359375","0.01318359375"
"1637","0.0146484375","0.0146484375","0.0146484375"
"1662","0.0166015625","0.0166015625","0.0166015625"
"1687","0.01171875","0.01171875","0.01171875"
"1712","0.0146484375","0.0146484375","0.0146484375"
"1737","0.017578125","0.017578125","0.017578125"
"1762","0.01611328125","0.01611328125","0.01611328125"
"1787","0.021484375","0.021484375","0.021484375"
"1812","0.01513671875","0.01513671875","0.01513671875"
"1837","0.021484375","0.021484375","0.021484375"
"1862","0.0146484375","0.0146484375","0.0146484375"
"1887","0.02197265625","0.02197265625","0.02197265625"
"1912","0.01708984375","0.01708984375","0.01708984375"
"1937","0.0166015625","0.0166015625","0.0166015625"
"1962","0.01416015625","0.01416015625","0.01416015625"
"1987","0.01904296875","0.01904296875","0.01904296875"
"2012","0.01708984375","0.01708984375","0.01708984375"
"2037","0.01318359375","0.01318359375","0.01318359375"
"2062","0.0166015625","0.0166015625","0.0166015625"
"2087","0.01953125","0.01953125","0.01953125"
"2112","0.015625","0.015625","0.015625"
"2137","0.0185546875","0.0185546875","0.0185546875"
"2162","0.01513671875","0.01513671875","0.01513671875"
"2187","0.017578125","0.017578125","0.017578125"
"2212","0.01953125","0.01953125","0.01953125"
"2237","0.013671875","0.013671875","0.013671875"
"2262","0.0166015625","0.0166015625","0.0166015625"
"2287","0.01220703125","0.01220703125","0.01220703125"
"2312","0.01513671875","0.01513671875","0.01513671875"
"2337","0.01611328125","0.01611328125","0.01611328125"
"2362","0.01611328125","0.01611328125","0.01611328125"
"2387","0.017578125","0.017578125","0.017578125"
"2412","0.017578125","0.017578125","0.017578125"
"2437","0.013671875","0.013671875","0.013671875"
"2462","0.01123046875","0.01123046875","0.01123046875"
"2487","0.02001953125","0.02001953125","0.02001953125"
"2512","0.0185546875","0.0185546875","0.0185546875"
"2537","0.0146484375","0.0146484375","0.0146484375"
"2562","0.01513671875","0.01513671875","0.01513671875"
"2587","0.0146484375","0.0146484375","0.0146484375"
"2612","0.015625","0.015625","0.015625"
"2637","0.0166015625","0.0166015625","0.0166015625"
"2662","0.015625","0.015625","0.015625"
"2687","0.01953125","0.01953125","0.01953125"
"2712","0.015625","0.015625","0.015625"
"2737","0.0146484375","0.0146484375","0.0146484375"
"2762","0.0185546875","0.0185546875","0.0185546875"
"2787","0.015625","0.015625","0.015625"
"2812","0.01708984375","0.01708984375","0.01708984375"
"2837","0.0166015625","0.0166015625","0.0166015625"
"2862","0.01513671875","0.01513671875","0.01513671875"
"2887","0.0146484375","0.0146484375","0.0146484375"
"2912","0.01611328125","0.01611328125","0.01611328125"
"2937","0.01708984375","0.01708984375","0.01708984375"
"2962","0.013671875","0.013671875","0.013671875"
"2987","0.01806640625","0.01806640625","0.01806640625"
"3012","0.02490234375","0.02490234375","0.02490234375"
"3037","0.015625","0.015625","0.015625"
"3062","0.0107421875","0.0107421875","0.0107421875"
"3087","0.02001953125","0.02001953125","0.02001953125"
"3112","0.0166015625","0.0166015625","0.0166015625"
"3137","0.01318359375","0.01318359375","0.01318359375"
"3162","0.0166015625","0.0166015625","0.0166015625"
"3187","0.01611328125","0.01611328125","0.01611328125"
"3212","0.017578125","0.017578125","0.017578125"
"3237","0.013671875","0.013671875","0.013671875"
"3262","0.015625","0.015625","0.015625"
"3287","0.01904296875","0.01904296875","0.01904296875"
"3312","0.01611328125","0.01611328125","0.01611328125"
"3337","0.015625","0.015625","0.015625"
"3362","0.015625","0.015625","0.015625"
"3387","0.0146484375","0.0146484375","0.0146484375"
"3412","0.017578125","0.017578125","0.017578125"
"3437","0.0146484375","0.0146484375","0.0146484375"
"3462","0.01611328125","0.01611328125","0.01611328125"
"3487","0.01904296875","0.01904296875","0.01904296875"
"3512","0.0166015625","0.0166015625","0.0166015625"
"3537","0.01416015625","0.01416015625","0.01416015625"
"3562","0.01416015625","0.01416015625","0.01416015625"
"3587","0.015625","0.015625","0.015625"
"3612","0.009765625","0.009765625","0.009765625"
"3637","0.013671875","0.013671875","0.013671875"
"3662","0.01806640625","0.01806640625","0.01806640625"
"3687","0.0185546875","0.0185546875","0.0185546875"
"3712","0.0185546875","0.0185546875","0.0185546875"
"3737","0.0166015625","0.0166015625","0.0166015625"
"3762","0.017578125","0.017578125","0.017578125"
"3787","0.0205078125","0.0205078125","0.0205078125"
"3812","0.01806640625","0.01806640625","0.01806640625"
"3837","0.01318359375","0.01318359375","0.01318359375"
"3862","0.015625","0.015625","0.015625"
"3887","0.013671875","0.013671875","0.013671875"
"3912","0.0126953125","0.0126953125","0.0126953125"
"3937","0.01171875","0.01171875","0.01171875"
"3962","0.01953125","0.01953125","0.01953125"
"3987","0.01416015625","0.01416015625","0.01416015625"
"4012","0.013671875","0.013671875","0.013671875"
"4037","0.01318359375","0.01318359375","0.01318359375"
"4062","0.01611328125","0.01611328125","0.01611328125"
"4087","0.01806640625","0.01806640625","0.01806640625"
"4112","0.0166015625","0.0166015625","0.0166015625"
"4137","0.01513671875","0.01513671875","0.01513671875"
"4162","0.01904296875","0.01904296875","0.01904296875"
"4187","0.01416015625","0.01416015625","0.01416015625"
"4212","0.013671875","0.013671875","0.013671875"
"4237","0.0185546875","0.0185546875","0.0185546875"
"4262","0.0166015625","0.0166015625","0.0166015625"
"4287","0.02099609375","0.02099609375","0.02099609375"
"4312","0.01708984375","0.01708984375","0.01708984375"
"4337","0.013671875","0.013671875","0.013671875"
"4362","0.0146484375","0.0146484375","0.0146484375"
"4387","0.01416015625","0.01416015625","0.01416015625"
"4412","0.0205078125","0.0205078125","0.0205078125"
"4437","0.01513671875","0.01513671875","0.01513671875"
"4462","0.01953125","0.01953125","0.01953125"
"4487","0.01611328125","0.01611328125","0.01611328125"
"4512","0.0185546875","0.0185546875","0.0185546875"
"4537","0.01220703125","0.01220703125","0.01220703125"
"4562","0.015625","0.015625","0.015625"
"4587","0.0166015625","0.0166015625","0.0166015625"
"4612","0.015625","0.015625","0.015625"
"4637","0.013671875","0.013671875","0.013671875"
"4662","0.02294921875","0.02294921875","0.02294921875"
"4687","0.01611328125","0.01611328125","0.01611328125"
"4712","0.015625","0.015625","0.015625"
"4737","0.0166015625","0.0166015625","0.0166015625"
"4762","0.015625","0.015625","0.015625"
"4787","0.0205078125","0.0205078125","0.0205078125"
"4812","0.02197265625","0.02197265625","0.02197265625"
"4837","0.01025390625","0.01025390625","0.01025390625"
"4862","0.017578125","0.017578125","0.017578125"
"4887","0.0126953125","0.0126953125","0.0126953125"
"4912","0.0146484375","0.0146484375","0.0146484375"
"4937","0.01513671875","0.01513671875","0.01513671875"
"4962","0.01416015625","0.01416015625","0.01416015625"
"4987","0.01953125","0.01953125","0.01953125"
"5012","0.0126953125","0.0126953125","0.0126953125"
"5037","0.02001953125","0.02001953125","0.02001953125"
"5062","0.0205078125","0.0205078125","0.0205078125"
"5087","0.02001953125","0.02001953125","0.02001953125"
"5112","0.01904296875","0.01904296875","0.01904296875"
"5137","0.015625","0.015625","0.015625"
"5162","0.0126953125","0.0126953125","0.0126953125"
"5187","0.017578125","0.017578125","0.017578125"
"5212","0.01318359375","0.01318359375","0.01318359375"
"5237","0.013671875","0.013671875","0.013671875"
"5262","0.01025390625","0.01025390625","0.01025390625"
"5287","0.021484375","0.021484375","0.021484375"
"5312","0.01611328125","0.01611328125","0.01611328125"
"5337","0.01953125","0.01953125","0.01953125"
"5362","0.02099609375","0.02099609375","0.02099609375"
"5387","0.02197265625","0.02197265625","0.02197265625"
"5412","0.017578125","0.017578125","0.017578125"
"5437","0.01171875","0.01171875","0.01171875"
"5462","0.0146484375","0.0146484375","0.0146484375"
"5487","0.0126953125","0.0126953125","0.0126953125"
"5512","0.01806640625","0.01806640625","0.01806640625"
"5537","0.0166015625","0.0166015625","0.0166015625"
"5562","0.0185546875","0.0185546875","0.0185546875"
"5587","0.009765625","0.009765625","0.009765625"
"5612","0.0185546875","0.0185546875","0.0185546875"
"5637","0.0126953125","0.0126953125","0.0126953125"
"5662","0.015625","0.015625","0.015625"
"5687","0.02099609375","0.02099609375","0.02099609375"
"5712","0.01513671875","0.01513671875","0.01513671875"
"5737","0.0146484375","0.0146484375","0.0146484375"
"5762","0.01318359375","0.01318359375","0.01318359375"
"5787","0.01611328125","0.01611328125","0.01611328125"
"5812","0.0146484375","0.0146484375","0.0146484375"
"5837","0.01318359375","0.01318359375","0.01318359375"
"5862","0.01318359375","0.01318359375","0.01318359375"
"5887","0.01513671875","0.01513671875","0.01513671875"
"5912","0.01953125","0.01953125","0.01953125"
"5937","0.01513671875","0.01513671875","0.01513671875"
"5962","0.01171875","0.01171875","0.01171875"
"5987","0.015625","0.015625","0.015625"
"6012","0.01953125","0.01953125","0.01953125"
"6037","0.01708984375","0.01708984375","0.01708984375"
"6062","0.0205078125","0.0205078125","0.0205078125"
"6087","0.015625","0.015625","0.015625"
"6112","0.01220703125","0.01220703125","0.01220703125"
"6137","0.01318359375","0.01318359375","0.01318359375"
"6162","0.01904296875","0.01904296875","0.01904296875"
"6187","0.021484375","0.021484375","0.021484375"
"6212","0.017578125","0.017578125","0.017578125"
"6237","0.013671875","0.013671875","0.013671875"
"6262","0.0205078125","0.0205078125","0.0205078125"
"6287","0.01708984375","0.01708984375","0.01708984375"
"6312","0.01953125","0.01953125","0.01953125"
"6337","0.02099609375","0.02099609375","0.02099609375"
"6362","0.01171875","0.01171875","0.01171875"
"6387","0.013671875","0.013671875","0.013671875"
"6412","0.01904296875","0.01904296875","0.01904296875"
"6437","0.01708984375","0.01708984375","0.01708984375"
"6462","0.01904296875","0.01904296875","0.01904296875"
"6487","0.01953125","0.01953125","0.01953125"
"6512","0.0166015625","0.0166015625","0.0166015625"
"6537","0.01806640625","0.01806640625","0.01806640625"
"6562","0.0185546875","0.0185546875","0.0185546875"
"6587","0.0166015625","0.0166015625","0.0166015625"
"6612","0.02001953125","0.02001953125","0.02001953125"
"6637","0.0185546875","0.0185546875","0.0185546875"
"6662","0.01953125","0.01953125","0.01953125"
"6687","0.01220703125","0.01220703125","0.01220703125"
"6712","0.01513671875","0.01513671875","0.01513671875"
"6737","0.01318359375","0.01318359375","0.01318359375"
"6762","0.01513671875","0.01513671875","0.01513671875"
"6787","0.0146484375","0.0146484375","0.0146484375"
"6812","0.01513671875","0.01513671875","0.01513671875"
"6837","0.01611328125","0.01611328125","0.01611328125"
"6862","0.01904296875","0.01904296875","0.01904296875"
"6887","0.0166015625","0.0166015625","0.0166015625"
"6912","0.01416015625","0.01416015625","0.01416015625"
"6937","0.01806640625","0.01806640625","0.01806640625"
"6962","0.013671875","0.013671875","0.013671875"
"6987","0.0146484375","0.0146484375","0.0146484375"
"7012","0.01953125","0.01953125","0.01953125"
