"Step","success","random4to5_particle_woTP_seed0/09-08_10-56 - train/stats.success_unif__MIN","random4to5_particle_woTP_seed0/09-08_10-56 - train/stats.success_unif__MAX"
"12","0.01318359375","0.01318359375","0.01318359375"
"37","0.0126953125","0.0126953125","0.0126953125"
"62","0.01620825193822384","0.01620825193822384","0.01620825193822384"
"87","0.021276595070958138","0.021276595070958138","0.021276595070958138"
"112","0.020286984741687775","0.020286984741687775","0.020286984741687775"
"137","0.017491254955530167","0.017491254955530167","0.017491254955530167"
"162","0.015609264373779297","0.015609264373779297","0.015609264373779297"
"187","0.015609264373779297","0.015609264373779297","0.015609264373779297"
"212","0.01422041654586792","0.01422041654586792","0.01422041654586792"
"237","0.016460904851555824","0.016460904851555824","0.016460904851555824"
"262","0.01440329197794199","0.01440329197794199","0.01440329197794199"
"287","0.01718750037252903","0.01718750037252903","0.01718750037252903"
"312","0.011152416467666626","0.011152416467666626","0.011152416467666626"
"337","0.014869888313114643","0.014869888313114643","0.014869888313114643"
"362","0.016802167519927025","0.016802167519927025","0.016802167519927025"
"387","0.017203107476234436","0.017203107476234436","0.017203107476234436"
"412","0.017203107476234436","0.017203107476234436","0.017203107476234436"
"437","0.01831711456179619","0.01831711456179619","0.01831711456179619"
"462","0.01722090318799019","0.01722090318799019","0.01722090318799019"
"487","0.017814727500081062","0.017814727500081062","0.017814727500081062"
"512","0.018541408702731133","0.018541408702731133","0.018541408702731133"
"537","0.014983712695538998","0.014983712695538998","0.014983712695538998"
"562","0.015635179355740547","0.015635179355740547","0.015635179355740547"
"587","0.014094431884586811","0.014094431884586811","0.014094431884586811"
"612","0.01290812436491251","0.01290812436491251","0.01290812436491251"
"637","0.015945330262184143","0.015945330262184143","0.015945330262184143"
"662","0.021061498671770096","0.021061498671770096","0.021061498671770096"
"687","0.021379981189966202","0.021379981189966202","0.021379981189966202"
"712","0.021379981189966202","0.021379981189966202","0.021379981189966202"
"737","0.014510278590023518","0.014510278590023518","0.014510278590023518"
"762","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"787","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"812","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"837","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"862","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"887","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"912","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"937","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"962","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"987","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1012","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"1037","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"1062","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1087","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1112","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1137","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"1162","0.00650406489148736","0.00650406489148736","0.00650406489148736"
"1187","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1212","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1237","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1262","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1287","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1312","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1337","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1362","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1387","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1412","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"1437","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"1462","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"1487","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1512","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1537","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1562","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1587","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"1612","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1637","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1662","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1687","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1712","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1737","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1762","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1787","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"1812","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"1837","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"1862","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1887","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1912","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1937","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"1962","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1987","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2012","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2037","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2062","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2087","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"2112","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2137","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"2162","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"2187","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2212","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2237","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2262","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2287","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"2312","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2337","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2362","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2387","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2412","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2437","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2462","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2487","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"2512","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"2537","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"2562","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2587","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2612","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2637","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2662","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"2687","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"2712","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"2737","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"2762","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"2787","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"2812","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"2837","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2862","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"2887","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"2912","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"2937","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"2962","0.027642276138067245","0.027642276138067245","0.027642276138067245"
"2987","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3012","0.024390242993831635","0.024390242993831635","0.024390242993831635"
"3037","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"3062","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"3087","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"3112","0.014634146355092525","0.014634146355092525","0.014634146355092525"
