"Step","success","random4to5_particle_woTP_seed1/09-07_22-55 - train/stats.success_unif__MIN","random4to5_particle_woTP_seed1/09-07_22-55 - train/stats.success_unif__MAX"
"12","0.01220703125","0.01220703125","0.01220703125"
"37","0.017578125","0.017578125","0.017578125"
"62","0.014698676764965057","0.014698676764965057","0.014698676764965057"
"87","0.013806706294417381","0.013806706294417381","0.013806706294417381"
"112","0.01627218909561634","0.01627218909561634","0.01627218909561634"
"137","0.018371399492025375","0.018371399492025375","0.018371399492025375"
"162","0.01901901885867119","0.01901901885867119","0.01901901885867119"
"187","0.01601601578295231","0.01601601578295231","0.01601601578295231"
"212","0.01820020191371441","0.01820020191371441","0.01820020191371441"
"237","0.016334865242242813","0.016334865242242813","0.016334865242242813"
"262","0.017355794087052345","0.017355794087052345","0.017355794087052345"
"287","0.018566271290183067","0.018566271290183067","0.018566271290183067"
"312","0.023000521585345268","0.023000521585345268","0.023000521585345268"
"337","0.019341347739100456","0.019341347739100456","0.019341347739100456"
"362","0.014838367700576782","0.014838367700576782","0.014838367700576782"
"387","0.017213555052876472","0.017213555052876472","0.017213555052876472"
"412","0.01828940212726593","0.01828940212726593","0.01828940212726593"
"437","0.018599562346935272","0.018599562346935272","0.018599562346935272"
"462","0.017877094447612762","0.017877094447612762","0.017877094447612762"
"487","0.01955307275056839","0.01955307275056839","0.01955307275056839"
"512","0.014212621375918388","0.014212621375918388","0.014212621375918388"
"537","0.014611338265240192","0.014611338265240192","0.014611338265240192"
"562","0.016949152573943138","0.016949152573943138","0.016949152573943138"
"587","0.015179112553596497","0.015179112553596497","0.015179112553596497"
"612","0.018389347940683365","0.018389347940683365","0.018389347940683365"
"637","0.01585288532078266","0.01585288532078266","0.01585288532078266"
"662","0.015477792359888554","0.015477792359888554","0.015477792359888554"
"687","0.012958962470293045","0.012958962470293045","0.012958962470293045"
"712","0.015118789859116077","0.015118789859116077","0.015118789859116077"
"737","0.012539184652268887","0.012539184652268887","0.012539184652268887"
"762","0.01576182059943676","0.01576182059943676","0.01576182059943676"
"787","0.02014010399580002","0.02014010399580002","0.02014010399580002"
"812","0.014314928092062473","0.014314928092062473","0.014314928092062473"
"837","0.014473685063421726","0.014473685063421726","0.014473685063421726"
"862","0.015789475291967392","0.015789475291967392","0.015789475291967392"
"887","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"912","0.016260161995887756","0.016260161995887756","0.016260161995887756"
"937","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"962","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"987","0.02601625956594944","0.02601625956594944","0.02601625956594944"
"1012","0.027642276138067245","0.027642276138067245","0.027642276138067245"
"1037","0.009756097570061684","0.009756097570061684","0.009756097570061684"
"1062","0.021138211712241173","0.021138211712241173","0.021138211712241173"
"1087","0.02276422642171383","0.02276422642171383","0.02276422642171383"
"1112","0.011382113210856915","0.011382113210856915","0.011382113210856915"
"1137","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1162","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1187","0.008130080997943878","0.008130080997943878","0.008130080997943878"
"1212","0.00650406489148736","0.00650406489148736","0.00650406489148736"
"1237","0.00325203244574368","0.00325203244574368","0.00325203244574368"
"1262","0.019512195140123367","0.019512195140123367","0.019512195140123367"
"1287","0.014634146355092525","0.014634146355092525","0.014634146355092525"
"1312","0.01300812978297472","0.01300812978297472","0.01300812978297472"
"1337","0.00650406489148736","0.00650406489148736","0.00650406489148736"
"1362","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1387","0.017886178568005562","0.017886178568005562","0.017886178568005562"
"1412","0.019512195140123367","0.019512195140123367","0.019512195140123367"
