"Step","success","random4to5_woparticle_TP_seed0/09-09_11-35 - train/stats.success__MIN","random4to5_woparticle_TP_seed0/09-09_11-35 - train/stats.success__MAX"
"12","0.013671875","0.013671875","0.013671875"
"37","0.01513671875","0.01513671875","0.01513671875"
"62","0.015625","0.015625","0.015625"
"87","0.0126953125","0.0126953125","0.0126953125"
"112","0.01904296875","0.01904296875","0.01904296875"
"137","0.02197265625","0.02197265625","0.02197265625"
"162","0.01953125","0.01953125","0.01953125"
"187","0.01708984375","0.01708984375","0.01708984375"
"212","0.02099609375","0.02099609375","0.02099609375"
"237","0.0185546875","0.0185546875","0.0185546875"
"262","0.015625","0.015625","0.015625"
"287","0.02294921875","0.02294921875","0.02294921875"
"312","0.0185546875","0.0185546875","0.0185546875"
"337","0.01806640625","0.01806640625","0.01806640625"
"362","0.01806640625","0.01806640625","0.01806640625"
"387","0.015625","0.015625","0.015625"
"412","0.017578125","0.017578125","0.017578125"
"437","0.01953125","0.01953125","0.01953125"
"462","0.013671875","0.013671875","0.013671875"
"487","0.01611328125","0.01611328125","0.01611328125"
"512","0.00830078125","0.00830078125","0.00830078125"
"537","0.01318359375","0.01318359375","0.01318359375"
"562","0.013671875","0.013671875","0.013671875"
"587","0.0166015625","0.0166015625","0.0166015625"
"612","0.01904296875","0.01904296875","0.01904296875"
"637","0.01806640625","0.01806640625","0.01806640625"
"662","0.015625","0.015625","0.015625"
"687","0.01513671875","0.01513671875","0.01513671875"
"712","0.01611328125","0.01611328125","0.01611328125"
"737","0.0146484375","0.0146484375","0.0146484375"
"762","0.017578125","0.017578125","0.017578125"
"787","0.01611328125","0.01611328125","0.01611328125"
"812","0.01025390625","0.01025390625","0.01025390625"
"837","0.02490234375","0.02490234375","0.02490234375"
"862","0.0146484375","0.0146484375","0.0146484375"
"887","0.01513671875","0.01513671875","0.01513671875"
"912","0.01220703125","0.01220703125","0.01220703125"
"937","0.01513671875","0.01513671875","0.01513671875"
"962","0.015625","0.015625","0.015625"
"987","0.0166015625","0.0166015625","0.0166015625"
"1012","0.01513671875","0.01513671875","0.01513671875"
"1037","0.0126953125","0.0126953125","0.0126953125"
"1062","0.01611328125","0.01611328125","0.01611328125"
"1087","0.0146484375","0.0146484375","0.0146484375"
"1112","0.01611328125","0.01611328125","0.01611328125"
"1137","0.025390625","0.025390625","0.025390625"
"1162","0.0205078125","0.0205078125","0.0205078125"
"1187","0.02099609375","0.02099609375","0.02099609375"
"1212","0.01953125","0.01953125","0.01953125"
"1237","0.013671875","0.013671875","0.013671875"
"1262","0.015625","0.015625","0.015625"
"1287","0.01904296875","0.01904296875","0.01904296875"
"1312","0.0185546875","0.0185546875","0.0185546875"
"1337","0.02099609375","0.02099609375","0.02099609375"
"1362","0.01708984375","0.01708984375","0.01708984375"
"1387","0.017578125","0.017578125","0.017578125"
"1412","0.0205078125","0.0205078125","0.0205078125"
"1437","0.01416015625","0.01416015625","0.01416015625"
"1462","0.017578125","0.017578125","0.017578125"
"1487","0.0205078125","0.0205078125","0.0205078125"
"1512","0.01904296875","0.01904296875","0.01904296875"
"1537","0.01318359375","0.01318359375","0.01318359375"
"1562","0.01513671875","0.01513671875","0.01513671875"
"1587","0.0146484375","0.0146484375","0.0146484375"
"1612","0.01611328125","0.01611328125","0.01611328125"
"1637","0.015625","0.015625","0.015625"
"1662","0.01611328125","0.01611328125","0.01611328125"
"1687","0.0185546875","0.0185546875","0.0185546875"
"1712","0.01953125","0.01953125","0.01953125"
"1737","0.02099609375","0.02099609375","0.02099609375"
"1762","0.0205078125","0.0205078125","0.0205078125"
"1787","0.01513671875","0.01513671875","0.01513671875"
"1812","0.01611328125","0.01611328125","0.01611328125"
"1837","0.0205078125","0.0205078125","0.0205078125"
"1862","0.01611328125","0.01611328125","0.01611328125"
"1887","0.01611328125","0.01611328125","0.01611328125"
"1912","0.01611328125","0.01611328125","0.01611328125"
"1937","0.01708984375","0.01708984375","0.01708984375"
"1962","0.015625","0.015625","0.015625"
"1987","0.01513671875","0.01513671875","0.01513671875"
"2012","0.02001953125","0.02001953125","0.02001953125"
"2037","0.0166015625","0.0166015625","0.0166015625"
"2062","0.017578125","0.017578125","0.017578125"
"2087","0.01318359375","0.01318359375","0.01318359375"
"2112","0.01123046875","0.01123046875","0.01123046875"
"2137","0.015625","0.015625","0.015625"
"2162","0.01513671875","0.01513671875","0.01513671875"
"2187","0.0146484375","0.0146484375","0.0146484375"
"2212","0.01953125","0.01953125","0.01953125"
"2237","0.01513671875","0.01513671875","0.01513671875"
"2262","0.01220703125","0.01220703125","0.01220703125"
"2287","0.0224609375","0.0224609375","0.0224609375"
"2312","0.0205078125","0.0205078125","0.0205078125"
"2337","0.017578125","0.017578125","0.017578125"
"2362","0.017578125","0.017578125","0.017578125"
"2387","0.017578125","0.017578125","0.017578125"
"2412","0.017578125","0.017578125","0.017578125"
"2437","0.017578125","0.017578125","0.017578125"
"2462","0.01708984375","0.01708984375","0.01708984375"
"2487","0.01416015625","0.01416015625","0.01416015625"
"2512","0.01318359375","0.01318359375","0.01318359375"
"2537","0.01123046875","0.01123046875","0.01123046875"
"2562","0.01513671875","0.01513671875","0.01513671875"
"2587","0.01611328125","0.01611328125","0.01611328125"
"2612","0.0126953125","0.0126953125","0.0126953125"
"2637","0.017578125","0.017578125","0.017578125"
"2662","0.0166015625","0.0166015625","0.0166015625"
"2687","0.01708984375","0.01708984375","0.01708984375"
