pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4,bat.time,bat
1719569533408986438,-0.033994197845458984,0.014186259359121323,0.01772647723555565,1719569533410443041,0.9860119819641113,-0.004566058982163668,-0.0016247376333922148,0.16659802198410034,1719569533412387756,0.009853704832494259,-0.018259311094880104,0.0011718530440703034,1719569533416793472,0.16932183504104614,-0.012619931250810623,-0.06710599362850189,1719569533406015547,0.0,0.0,0.0,0.0,1719569533414530839,3.8480937480926514
1719569533419260258,-0.03399468958377838,0.014190344139933586,0.017726095393300056,1719569533420544669,0.9860101938247681,-0.004559027496725321,-0.0016445257933810353,0.16660858690738678,1719569533422905601,0.00999391544610262,-0.01820302940905094,0.0012948939111083746,1719569533426904262,-0.15002310276031494,-0.44804561138153076,-0.14016684889793396,1719569533415772165,0.0,0.0,0.0,0.0,1719569533424764439,3.8480937480926514
1719569533427952929,-0.0339985191822052,0.014194922521710396,0.017723971977829933,1719569533429059246,0.9860087633132935,-0.0045485603623092175,-0.0016498130280524492,0.16661733388900757,1719569533430379474,0.010041150264441967,-0.018322674557566643,0.0013717374531552196,1719569533436329464,-0.21946172416210175,-0.04419177770614624,0.08301622420549393,1719569533425823200,0.0,0.0,0.0,0.0,1719569533434154771,3.8428151607513428
1719569533437331447,-0.0339970625936985,0.01419688481837511,0.01772710308432579,1719569533440310797,0.9860069751739502,-0.004544436000287533,-0.001664253300987184,0.16662807762622833,1719569533441345545,0.010186675004661083,-0.018530065193772316,0.001484461477957666,1719569533448261418,-0.181968554854393,-0.10152740776538849,-0.07785799354314804,1719569533435217898,0.0,0.0,0.0,0.0,1719569533443587520,3.8428151607513428
1719569533450261741,-0.033995289355516434,0.014197096228599548,0.01772916130721569,1719569533451403223,0.9860047101974487,-0.004547622054815292,-0.0016595972701907158,0.16664117574691772,1719569533452266028,0.010335025377571583,-0.01868642494082451,0.001543101156130433,1719569533457006713,-0.05264176428318024,0.06848219782114029,0.2746164798736572,1719569533447163005,0.0,0.0,0.0,0.0,1719569533453094941,3.8428151607513428
1719569533457967468,-0.03399435058236122,0.014195389114320278,0.017729489132761955,1719569533458913066,0.9860049486160278,-0.004546143114566803,-0.0016623124247416854,0.16664008796215057,1719569533460207182,0.010356799699366093,-0.018796566873788834,0.0016044738003984094,1719569533466408405,0.036991290748119354,-0.14769145846366882,0.07352057844400406,1719569533456046274,0.0,0.0,0.0,0.0,1719569533463441930,3.8428151607513428
1719569533467571515,-0.03399259224534035,0.014198079705238342,0.01772642508149147,1719569533469781440,0.9860010147094727,-0.004534036852419376,-0.0016505474923178554,0.16666358709335327,1719569533470988733,0.010394751094281673,-0.01885617896914482,0.0016011000843718648,1719569533477186653,0.011552305892109871,0.14389640092849731,-0.03445429354906082,1719569533465401457,0.0,0.0,0.0,0.0,1719569533474025304,3.8428151607513428
1719569533478441858,-0.03388718515634537,0.01400625891983509,0.017742646858096123,1719569533479819130,0.9859997034072876,-0.004521185997873545,-0.0016564098186790943,0.16667145490646362,1719569533481312362,0.010408176109194756,-0.019023090600967407,0.0015637740725651383,1719569533487564488,0.004699420649558306,0.26779600977897644,-0.1467604786157608,1719569533474909417,0.0,0.0,0.0,0.0,1719569533485009464,3.8428151607513428
1719569533488461614,-0.0338900089263916,0.014001349918544292,0.01774117350578308,1719569533489877620,0.9859991669654846,-0.00451350724324584,-0.0016426668735221028,0.1666751652956009,1719569533490861085,0.010277284309267998,-0.019091853871941566,0.0017804006347432733,1719569533496813118,-0.18262535333633423,-0.11221760511398315,-0.2724126875400543,1719569533486355163,0.0,0.0,0.0,0.0,1719569533495078634,3.8428151607513428
1719569533497801369,-0.033892158418893814,0.013998585753142834,0.017743730917572975,1719569533500246918,0.9859985113143921,-0.004506897646933794,-0.0016312599182128906,0.16667945683002472,1719569533501238388,0.01012097392231226,-0.018979258835315704,0.0018164635403081775,1719569533506320299,-0.16305404901504517,-0.0615253746509552,-0.11166686564683914,1719569533496002864,0.0,0.0,0.0,0.0,1719569533503453937,3.8480937480926514
1719569533507575219,-0.03389611467719078,0.013998541049659252,0.017739679664373398,1719569533509538896,0.9859989285469055,-0.00451670540496707,-0.0016340736765414476,0.1666766256093979,1719569533510619837,0.010162882506847382,-0.01896284520626068,0.0016972922021523118,1719569533518279687,0.05616980046033859,0.24079875648021698,-0.012437860481441021,1719569533505383248,0.0,0.0,0.0,0.0,1719569533514947108,3.8428151607513428
1719569533519418554,-0.033896856009960175,0.014002946205437183,0.017736012116074562,1719569533520648643,0.9860279560089111,-0.0045160166919231415,-0.0016303377924486995,0.16650469601154327,1719569533521766052,0.010458479635417461,-0.019778583198785782,0.0014250263338908553,1719569533529169364,0.23041626811027527,0.14097535610198975,-0.10777071863412857,1719569533517178330,0.0,0.0,0.0,0.0,1719569533525178739,3.8428151607513428
1719569533530531179,-0.033899687230587006,0.01399901695549488,0.017732566222548485,1719569533531905761,0.986026406288147,-0.004498899448662996,-0.0016117066843435168,0.16651439666748047,1719569533534678993,0.010385237634181976,-0.019786275923252106,0.0013470432022586465,1719569533539090536,-0.13636431097984314,-0.08535069972276688,0.1069379523396492,1719569533527809619,0.0,0.0,0.0,0.0,1719569533535797145,3.8428151607513428
