pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4,bat.time,bat
1719306884887892384,0.00022622279357165098,-0.0027800805401057005,0.0167486984282732,1719306884888803283,0.9987838864326477,-0.005426654126495123,-0.0015732047613710165,-0.048956919461488724,1719306884889656176,-0.010618027299642563,-0.023199046030640602,1.8733306205831468e-05,1719306884887056333,-0.15344056487083435,0.1581125408411026,-0.011542623862624168,1719306884886299893,0.0,0.0,0.0,0.0,1719306884893894782,3.774193525314331
1719306884896816019,0.00022761739091947675,-0.0027743736281991005,0.01675121858716011,1719306884898662025,0.9987838864326477,-0.005428518634289503,-0.001566113904118538,-0.048957306891679764,1719306884899902353,-0.01059432327747345,-0.023325325921177864,7.761006418149918e-05,1719306884895944755,0.0778580978512764,-0.3962700068950653,0.08666980266571045,1719306884895050199,0.0,0.0,0.0,0.0,1719306884903408642,3.774193525314331
1719306884907114404,0.00021752252359874547,-0.0027956757694482803,0.016752634197473526,1719306884909715052,0.9987841248512268,-0.005420912057161331,-0.0015864797169342637,-0.04895339906215668,1719306884910343392,-0.010543041862547398,-0.023653803393244743,2.1061352526885457e-05,1719306884906126446,-0.12855085730552673,-0.07731509953737259,0.06982818245887756,1719306884904568136,0.0,0.0,0.0,0.0,1719306884913762359,3.774193525314331
1719306884918155667,0.00021588520030491054,-0.0028067617677152157,0.016758395358920097,1719306884919832068,0.9987835884094238,-0.005424863658845425,-0.0015897969715297222,-0.04896312952041626,1719306884920818003,-0.010516230948269367,-0.023767706006765366,4.863040885538794e-05,1719306884917169870,-0.09837281703948975,-0.37255382537841797,-0.1396588385105133,1719306884915949654,0.0,0.0,0.0,0.0,1719306884923492128,3.774193525314331
1719306884927367923,0.00022381002781912684,-0.0027831681072711945,0.016758622601628304,1719306884928550601,0.9987831115722656,-0.005434510763734579,-0.001604541321285069,-0.04897167533636093,1719306884929257135,-0.010400270111858845,-0.023563170805573463,0.00015685339167248458,1719306884926458254,-0.1330122947692871,-0.12265369296073914,-0.1331007331609726,1719306884925962938,0.0,0.0,0.0,0.0,1719306884933465027,3.774193525314331
1719306884936791896,0.00023043114924803376,-0.0027726052794605494,0.016757695004343987,1719306884937919627,0.998782753944397,-0.00543668307363987,-0.0016045825323089957,-0.048978306353092194,1719306884939495311,-0.01027353759855032,-0.023435330018401146,0.00035796858719550073,1719306884935598986,-0.13305827975273132,0.01771688647568226,0.07650673389434814,1719306884934667300,0.0,0.0,0.0,0.0,1719306884943790295,3.774193525314331
1719306884947898898,0.00023274861450772732,-0.002762021729722619,0.016759222373366356,1719306884949082677,0.9987830519676208,-0.005435549654066563,-0.0015994636341929436,-0.048972830176353455,1719306884949971708,-0.010178056545555592,-0.023514071479439735,0.00047117489157244563,1719306884947195209,-0.1002999022603035,-0.11315149813890457,-0.011176533065736294,1719306884945514465,0.0,0.0,0.0,0.0,1719306884954178469,3.774193525314331
1719306884956803221,0.00022264785366132855,-0.002782214432954788,0.016762876883149147,1719306884958833108,0.9987828731536865,-0.005425546318292618,-0.0016064404044300318,-0.048977676779031754,1719306884959892866,-0.010195000097155571,-0.02362207882106304,0.0003610356943681836,1719306884955918679,-0.04513042792677879,-0.3792206645011902,0.07570009678602219,1719306884955295174,0.0,0.0,0.0,0.0,1719306884963908551,3.774193525314331
1719306884966670666,0.00021999220189172775,-0.0027901609428226948,0.01676611229777336,1719306884968929790,0.9987828731536865,-0.005431894212961197,-0.0016167315188795328,-0.04897628352046013,1719306884969892888,-0.010187841020524502,-0.02356106974184513,0.00031753804069012403,1719306884965929211,0.0015074266120791435,-0.2667394280433655,-0.04559026658535004,1719306884965066941,0.0,0.0,0.0,0.0,1719306884973906577,3.774193525314331
1719306884976690321,0.0002322228392586112,-0.0027696234174072742,0.016768958419561386,1719306884979098391,0.9987821578979492,-0.005434190854430199,-0.0016381539171561599,-0.048989683389663696,1719306884980494106,-0.01008723396807909,-0.02331826090812683,0.0004537257773336023,1719306884975876688,-0.07761470973491669,-0.33195018768310547,-0.09167806059122086,1719306884974868564,0.0,0.0,0.0,0.0,1719306884985531205,3.774193525314331
1719306884988354498,0.00022360403090715408,-0.0027848912868648767,0.016771085560321808,1719306884990468028,0.9987821578979492,-0.00541803939267993,-0.0016486558597534895,-0.04899141937494278,1719306884991519243,-0.009936665184795856,-0.02331482246518135,0.0006375822704285383,1719306884987267877,0.18394353985786438,0.03748813644051552,-0.016189994290471077,1719306884986439480,0.0,0.0,0.0,0.0,1719306884993927600,3.774193525314331
1719306884998335280,0.00022609313600696623,-0.0027919956482946873,0.01677146553993225,1719306885000322693,0.9987818002700806,-0.0054053692147135735,-0.0016639337409287691,-0.04899991303682327,1719306885001387859,-0.009824863635003567,-0.023335769772529602,0.000746837118640542,1719306884997429435,-0.0896456390619278,0.0818958654999733,0.03345322236418724,1719306884996101258,0.0,0.0,0.0,0.0,1719306885004085964,3.774193525314331
1719306885008409081,0.00023532609338872135,-0.002773445099592209,0.01677379012107849,1719306885010344212,0.9987813830375671,-0.005400596186518669,-0.0016800431767478585,-0.049007926136255264,1719306885011193526,-0.009674059227108955,-0.02325359359383583,0.0006442879675887525,1719306885007560985,-0.09468473494052887,-0.2902149558067322,-0.0035279281437397003,1719306885006523277,0.0,0.0,0.0,0.0,1719306885013849738,3.774193525314331
1719306885018316670,0.00024473323719576,-0.002764726523309946,0.016766205430030823,1719306885019391605,0.9987812042236328,-0.005403602495789528,-0.0016822104807943106,-0.04901135712862015,1719306885020981063,-0.009659966453909874,-0.023269014433026314,0.000526357558555901,1719306885017302201,-0.1720862090587616,-0.08373594284057617,0.1814601570367813,1719306885016483628,0.0,0.0,0.0,0.0,1719306885023692406,3.774193525314331
1719306885028190246,0.00023749013780616224,-0.0027873229701071978,0.016766035929322243,1719306885029439055,0.9987813830375671,-0.005408531986176968,-0.0016801696037873626,-0.04900731146335602,1719306885031844341,-0.009780681692063808,-0.023412130773067474,0.0004565364506561309,1719306885027198735,-0.19104188680648804,0.18206143379211426,0.12591542303562164,1719306885025418444,0.0,0.0,0.0,0.0,1719306885034899132,3.774193525314331
1719306885038594778,0.00024208379909396172,-0.00277555244974792,0.016766613349318504,1719306885039474270,0.9987813234329224,-0.005404510069638491,-0.0016797188436612487,-0.049008648842573166,1719306885040494154,-0.009785831905901432,-0.02337806671857834,0.0004647828172892332,1719306885037442072,0.021554702892899513,-0.0007681082934141159,-0.02845190279185772,1719306885036074371,0.0,0.0,0.0,0.0,1719306885045671459,3.774193525314331
1719306885048468938,0.00024208379909396172,-0.00277555244974792,0.016766613349318504,1719306885049429020,0.9987810850143433,-0.005393736995756626,-0.0016752794617787004,-0.049015339463949203,1719306885050337939,-0.009900350123643875,-0.02341843768954277,0.0005532200448215008,1719306885047587827,0.07293223589658737,-0.1310795247554779,-0.005932317581027746,1719306885046648505,0.0,0.0,0.0,0.0,1719306885055189665,3.774193525314331
1719306885058401825,0.00024306474369950593,-0.0027775613125413656,0.016762202605605125,1719306885059495280,0.9987809062004089,-0.005385128781199455,-0.001681048539467156,-0.04901964217424393,1719306885060866014,-0.009925520978868008,-0.023318003863096237,0.0006279044901020825,1719306885057147552,-0.03429140895605087,-0.29117467999458313,-0.06931381672620773,1719306885056189299,0.0,0.0,0.0,0.0,1719306885066227890,3.774193525314331
1719306885069167840,0.00024306474369950593,-0.0027775613125413656,0.016762202605605125,1719306885070047703,0.9987813234329224,-0.005388055928051472,-0.0016793458489701152,-0.04901045933365822,1719306885070658463,-0.009959475137293339,-0.023534409701824188,0.0005534520605579019,1719306885068096312,-0.13866424560546875,-0.07205183058977127,0.33995336294174194,1719306885067266907,0.0,0.0,0.0,0.0,1719306885074098352,3.774193525314331
1719306885079136093,0.00034181377850472927,-0.002549084136262536,0.01675604283809662,1719306885080082782,0.9987787008285522,-0.005383526440709829,-0.0016746115870773792,-0.04906456544995308,1719306885081205477,-0.009645978920161724,-0.022873077541589737,0.0005348112317733467,1719306885077420718,-0.14101852476596832,0.06990332156419754,-0.032295458018779755,1719306885076517799,0.0,0.0,0.0,0.0,1719306885083325215,3.774193525314331
1719306885088862616,0.00024390185717493296,-0.0027811748441308737,0.016761135309934616,1719306885089755391,0.9987815022468567,-0.0053926510736346245,-0.001681945868767798,-0.04900617152452469,1719306885090651814,-0.009922650642693043,-0.023534687235951424,0.0004117149510420859,1719306885087925570,-0.06199190020561218,0.02733633667230606,0.03659958392381668,1719306885086983374,0.0,0.0,0.0,0.0,1719306885093685794,3.774193525314331
1719306885097078875,0.00024735910119488835,-0.00277457432821393,0.016758590936660767,1719306885099607071,0.9987815022468567,-0.005389953963458538,-0.0016926603857427835,-0.049006830900907516,1719306885100577900,-0.009922626428306103,-0.023254625499248505,0.00024866449530236423,1719306885096384955,-0.24426071345806122,-0.1446552574634552,0.16370835900306702,1719306885094592182,0.0,0.0,0.0,0.0,1719306885103819062,3.774193525314331
1719306885107925414,0.0002497374080121517,-0.002774354536086321,0.016758471727371216,1719306885109240006,0.9987812638282776,-0.005390048027038574,-0.0016860133036971092,-0.0490117147564888,1719306885110437959,-0.009908467531204224,-0.023216241970658302,0.0001282576413359493,1719306885106761588,-0.261386513710022,0.12065903842449188,0.055483799427747726,1719306885104885456,0.0,0.0,0.0,0.0,1719306885114358953,3.774193525314331
1719306885118698345,0.00024817476514726877,-0.0027733633760362864,0.016756199300289154,1719306885119926457,0.9987812638282776,-0.005390048027038574,-0.0016860133036971092,-0.0490117147564888,1719306885121252568,-0.009908467531204224,-0.023216241970658302,0.0001282576413359493,1719306885117474815,0.09890221059322357,0.13863201439380646,-0.01605844870209694,1719306885115341609,0.0,0.0,0.0,0.0,1719306885123264121,3.774193525314331
1719306885128240516,0.00023737072478979826,-0.0027929057832807302,0.016757601872086525,1719306885129548658,0.9987809658050537,-0.00537601625546813,-0.0016855099238455296,-0.04901815205812454,1719306885130627636,-0.009988031350076199,-0.02329614758491516,0.0003018339048139751,1719306885126944285,0.006771487183868885,-0.2420065850019455,0.005340567324310541,1719306885125249652,0.0,0.0,0.0,0.0,1719306885133825106,3.774193525314331
1719306885139764638,0.00023314054124057293,-0.0028002087492495775,0.016762984916567802,1719306885140730961,0.9987810850143433,-0.0053712148219347,-0.0016973422607406974,-0.04901692271232605,1719306885141736584,-0.010068877600133419,-0.023155085742473602,0.000559850363060832,1719306885138503605,-0.17611974477767944,-0.09967811405658722,0.03742603957653046,1719306885136278173,0.0,0.0,0.0,0.0,1719306885143457177,3.774193525314331
