pos.time,pos.x,pos.y,pos.z,rpy.r,rpy.p,rpy.y,vel.time,vel.x,vel.y,vel.z,rate_rpy.time,rate_rpy.r,rate_rpy.p,rate_rpy.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4
1719993078764351745,0.03327106311917305,-0.010519642382860184,0.020865239202976227,0.349722683429718,0.6238072514533997,-1.0299339294433594,1719993078757164272,0.01607600785791874,0.007830139249563217,-0.004629138857126236,1719993078765113420,0.0,-3.0,0.0,1719993078762642353,0.0,0.0,0.0,0.0
1719993078774156725,0.03327929601073265,-0.010514756664633751,0.020866919308900833,0.34964925050735474,0.6228353381156921,-1.0287675857543945,1719993078767743546,0.016109148040413857,0.007840929552912712,-0.004583150148391724,1719993078774989808,1.0,-2.0,-2.0,1719993078773228264,0.0,0.0,0.0,0.0
1719993078784822821,0.03328351676464081,-0.010519258677959442,0.020876234397292137,0.3486132025718689,0.6213066577911377,-1.0274455547332764,1719993078776910447,0.015967650339007378,0.007663814816623926,-0.004466980695724487,1719993078787427485,0.0,-3.0,0.0,1719993078784185510,0.0,0.0,0.0,0.0
1719993078794331368,0.03328785300254822,-0.010524159297347069,0.020885275676846504,0.3496333062648773,0.6194562315940857,-1.0260142087936401,1719993078790001681,0.01582164876163006,0.0075927316211164,-0.0044773053377866745,1719993078795537575,-1.0,1.0,0.0,1719993078792980543,0.0,0.0,0.0,0.0
1719993078804211062,0.03328998386859894,-0.010530506260693073,0.020894862711429596,0.3497820198535919,0.6175992488861084,-1.0263310670852661,1719993078798644930,0.015838319435715675,0.007516444660723209,-0.004525004420429468,1719993078805245267,1.0,2.0,0.0,1719993078802941407,0.0,0.0,0.0,0.0
1719993078814295589,0.03328994661569595,-0.01053699292242527,0.020898254588246346,0.34923943877220154,0.616197943687439,-1.0253100395202637,1719993078809296461,0.015710793435573578,0.007578285876661539,-0.004388985224068165,1719993078815282564,-1.0,3.0,3.0,1719993078813053964,0.0,0.0,0.0,0.0
1719993078825820173,0.03328689932823181,-0.010536682792007923,0.020899612456560135,0.3495439291000366,0.6164232492446899,-1.022559404373169,1719993078817002958,0.015646008774638176,0.007538838777691126,-0.004372440744191408,1719993078827016809,0.0,1.0,2.0,1719993078824742923,0.0,0.0,0.0,0.0
1719993078833589656,0.033316873013973236,-0.010540385730564594,0.02092950977385044,0.34787771105766296,0.6153900027275085,-1.0200096368789673,1719993078829252813,0.0157126747071743,0.0073696705512702465,-0.004441550932824612,1719993078835126349,-5.0,-2.0,0.0,1719993078832322965,0.0,0.0,0.0,0.0
1719993078844174443,0.03333449363708496,-0.010544868186116219,0.02094113640487194,0.34747669100761414,0.6155862212181091,-1.0188641548156738,1719993078838924590,0.016107643023133278,0.007301692385226488,-0.004325566813349724,1719993078846563303,0.0,0.0,3.0,1719993078842913784,0.0,0.0,0.0,0.0
1719993078855309678,0.033345963805913925,-0.010545190423727036,0.020949434489011765,0.34591227769851685,0.615082323551178,-1.016475796699524,1719993078849688723,0.016421400010585785,0.00731253856793046,-0.0040874057449400425,1719993078856820912,1.0,-6.0,3.0,1719993078854082334,0.0,0.0,0.0,0.0
1719993078864612947,0.03331903740763664,-0.010558970272541046,0.02096746116876602,0.34598633646965027,0.612999439239502,-1.01435124874115,1719993078859862662,0.016497112810611725,0.007292025722563267,-0.0038295898120850325,1719993078865978683,1.0,-1.0,0.0,1719993078863697291,0.0,0.0,0.0,0.0
1719993078874734239,0.03348512202501297,-0.010485741309821606,0.020928893238306046,0.3461725413799286,0.6110295057296753,-1.0131915807724,1719993078869699467,0.017066197469830513,0.007506999187171459,-0.003996510058641434,1719993078875922281,4.0,-6.0,0.0,1719993078873735820,0.0,0.0,0.0,0.0
1719993078886093979,0.03351261094212532,-0.010473676025867462,0.020919444039463997,0.346649706363678,0.6096810698509216,-1.013246774673462,1719993078879347498,0.017366627231240273,0.007554049137979746,-0.004210703540593386,1719993078888616193,-2.0,2.0,-6.0,1719993078884643332,0.0,0.0,0.0,0.0
1719993078894392738,0.033524662256240845,-0.010466027073562145,0.02091817557811737,0.34820255637168884,0.6075717806816101,-1.012397289276123,1719993078891112524,0.017400946468114853,0.007576297502964735,-0.0044446368701756,1719993078895415980,0.0,-2.0,1.0,1719993078892849588,0.0,0.0,0.0,0.0
