pos.time,pos.x,pos.y,pos.z,rpy.r,rpy.p,rpy.y,vel.time,vel.x,vel.y,vel.z,rate_rpy.time,rate_rpy.r,rate_rpy.p,rate_rpy.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4
1719993628480429334,0.022175125777721405,-0.00837035570293665,0.020640553906559944,0.3097664415836334,0.6016455292701721,2.548884868621826,1719993628473070013,0.015443443320691586,0.0008105526794679463,-0.0016248088795691729,1719993628481542245,0.0,0.0,0.0,1719993628479382066,0.0,0.0,0.0,0.0
1719993628489085110,0.02225532941520214,-0.008405480533838272,0.02066568098962307,0.30971869826316833,0.6000030636787415,2.5461552143096924,1719993628483125382,0.015737226232886314,0.0007238564430736005,-0.0018054902320727706,1719993628490791440,3.0,0.0,-2.0,1719993628487290022,0.0,0.0,0.0,0.0
1719993628498978012,0.022249756380915642,-0.008396853692829609,0.020646579563617706,0.31019872426986694,0.5995210409164429,2.541908025741577,1719993628492590444,0.015761572867631912,0.0008074998622760177,-0.0021611254196614027,1719993628500676502,1.0,1.0,-5.0,1719993628496501351,0.0,0.0,0.0,0.0
1719993628508882479,0.02220126986503601,-0.008388428017497063,0.02062264271080494,0.3115091323852539,0.6004690527915955,2.5449860095977783,1719993628502597783,0.015707964077591896,0.0009490527445450425,-0.0023462590761482716,1719993628510838280,-2.0,1.0,-3.0,1719993628507124098,0.0,0.0,0.0,0.0
1719993628519162573,0.0221699308604002,-0.008391963317990303,0.02061063051223755,0.3105989992618561,0.6031635403633118,2.5457937717437744,1719993628512780059,0.01574563980102539,0.0010181567631661892,-0.002390307607129216,1719993628520187095,0.0,-3.0,-5.0,1719993628517857645,0.0,0.0,0.0,0.0
1719993628529917618,0.022156234830617905,-0.008394564501941204,0.02059156820178032,0.3098165690898895,0.6024267077445984,2.548375129699707,1719993628523199178,0.01583041064441204,0.0010081679793074727,-0.002427538624033332,1719993628530788147,0.0,-1.0,0.0,1719993628528236189,0.0,0.0,0.0,0.0
1719993628540364716,0.022149844095110893,-0.008397843688726425,0.020578555762767792,0.31064584851264954,0.6021543741226196,2.5516414642333984,1719993628532812328,0.016278153285384178,0.0009743372211232781,-0.0024926785845309496,1719993628541594778,-4.0,0.0,-3.0,1719993628538826208,0.0,0.0,0.0,0.0
1719993628549988665,0.021999351680278778,-0.008452098816633224,0.02047867886722088,0.3091563582420349,0.6010755300521851,2.5491244792938232,1719993628543732800,0.01627589762210846,0.0008611500961706042,-0.002470642328262329,1719993628552102905,3.0,0.0,2.0,1719993628546806701,0.0,0.0,0.0,0.0
1719993628560408994,0.021973248571157455,-0.00848590862005949,0.02043743245303631,0.3094104826450348,0.600821852684021,2.5466814041137695,1719993628554439859,0.015663418918848038,0.0006391996867023408,-0.002880072221159935,1719993628561916984,0.0,0.0,-1.0,1719993628558844627,0.0,0.0,0.0,0.0
1719993628570408239,0.02195870876312256,-0.008508787490427494,0.020428620278835297,0.30874103307724,0.6000959873199463,2.545684814453125,1719993628564204067,0.015468258410692215,0.000583965505938977,-0.0029754408169537783,1719993628571736581,-2.0,0.0,1.0,1719993628566789705,0.0,0.0,0.0,0.0
1719993628579232788,0.021991485729813576,-0.00854493584483862,0.02041851356625557,0.3080686628818512,0.5989921689033508,2.543348789215088,1719993628574284532,0.015442746691405773,0.0005485510337166488,-0.002921588718891144,1719993628580509796,-2.0,-3.0,-3.0,1719993628577360233,0.0,0.0,0.0,0.0
