pos.time,pos.x,pos.y,pos.z,rpy.r,rpy.p,rpy.y,vel.time,vel.x,vel.y,vel.z,rate_rpy.time,rate_rpy.r,rate_rpy.p,rate_rpy.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4
1719988590882126227,0.12328692525625229,-0.14919543266296387,0.021471410989761353,-0.03207403048872948,0.7107842564582825,19.258350372314453,1719988590884866552,0.014714050106704235,0.004560021683573723,-0.0018255297327414155,1719988590893464487,-1.0,0.0,0.0,1719988590889828975,0.0,0.0,0.0,0.0
1719988590892395996,0.12328574806451797,-0.1492004543542862,0.02147085778415203,-0.03149998560547829,0.709369421005249,19.25972557067871,1719988590896047865,0.014601298607885838,0.004623532295227051,-0.002108522690832615,1719988590902599107,0.0,-1.0,0.0,1719988590900766059,0.0,0.0,0.0,0.0
1719988590901632284,0.12328388541936874,-0.14920185506343842,0.02147071063518524,-0.030599165707826614,0.7087108492851257,19.25954246520996,1719988590905929745,0.014720671810209751,0.0046085091307759285,-0.0024123701732605696,1719988590912528471,0.0,1.0,-1.0,1719988590910598110,0.0,0.0,0.0,0.0
1719988590911331817,0.12328078597784042,-0.14920330047607422,0.021465862169861794,-0.030384745448827744,0.7070068717002869,19.259584426879883,1719988590915686998,0.014699977822601795,0.004574422258883715,-0.0024689037818461657,1719988590923736362,2.0,0.0,1.0,1719988590922192054,0.0,0.0,0.0,0.0
1719988590922923666,0.12328092753887177,-0.1492021232843399,0.021465148776769638,-0.03077808767557144,0.7070466876029968,19.258840560913086,1719988590925529348,0.014787807129323483,0.0048125069588422775,-0.0022320293355733156,1719988590932788062,-5.0,1.0,0.0,1719988590930908034,0.0,0.0,0.0,0.0
1719988590931776359,0.12328396737575531,-0.1492011994123459,0.02146266959607601,-0.028974367305636406,0.7063663601875305,19.259418487548828,1719988590934525580,0.014927223324775696,0.004847826436161995,-0.002288145013153553,1719988590943142819,-1.0,-1.0,-3.0,1719988590939611854,0.0,0.0,0.0,0.0
1719988590942290790,0.12343069165945053,-0.14915359020233154,0.021440541371703148,-0.02927105687558651,0.7058604955673218,19.258878707885742,1719988590944813889,0.014978780411183834,0.004893373232334852,-0.002143521560356021,1719988590952232795,-5.0,0.0,3.0,1719988590949677109,0.0,0.0,0.0,0.0
1719988590951532677,0.12343129515647888,-0.14915387332439423,0.02143881656229496,-0.029810668900609016,0.7045819759368896,19.258949279785156,1719988590954896872,0.015039299614727497,0.005069631151854992,-0.0021423851139843464,1719988590963783476,-1.0,-4.0,1.0,1719988590960323633,0.0,0.0,0.0,0.0
1719988590962391044,0.12343341112136841,-0.14914648234844208,0.021439043805003166,-0.030925597995519638,0.7041535377502441,19.259075164794922,1719988590966890556,0.01496037095785141,0.005014230962842703,-0.002450311556458473,1719988590974306852,-4.0,2.0,3.0,1719988590970732302,0.0,0.0,0.0,0.0
1719988590973317782,0.12343354523181915,-0.1491418033838272,0.02144203521311283,-0.031591590493917465,0.7025982737541199,19.242658615112305,1719988590977209216,0.014984400011599064,0.004989538341760635,-0.0026337893214076757,1719988590984532267,2.0,1.0,-6.0,1719988590981003799,0.0,0.0,0.0,0.0
1719988590983609522,0.12343449890613556,-0.14914003014564514,0.02143881656229496,-0.031143296509981155,0.7024259567260742,19.241003036499023,1719988590986832481,0.015033318661153316,0.0049477689899504185,-0.0026327287778258324,1719988590994009542,-3.0,0.0,5.0,1719988590991878835,0.0,0.0,0.0,0.0
1719988590993085276,0.1234361007809639,-0.14914123713970184,0.021435409784317017,-0.031143296509981155,0.7024259567260742,19.241003036499023,1719988590995903380,0.01515094842761755,0.005215450655668974,-0.002390429377555847,1719988591004775078,-1.0,0.0,-1.0,1719988591002794860,0.0,0.0,0.0,0.0
1719988591004047608,0.12345684319734573,-0.1491352617740631,0.02143298089504242,-0.031744107604026794,0.7028964757919312,19.240230560302734,1719988591006885932,0.015351478941738605,0.005589672829955816,-0.0023322193883359432,1719988591013835494,0.0,0.0,-1.0,1719988591009900352,0.0,0.0,0.0,0.0
1719988591011902402,0.12344960868358612,-0.1491362601518631,0.021434925496578217,-0.03211353346705437,0.7034342288970947,19.24070930480957,1719988591016524087,0.015484198927879333,0.005786110647022724,-0.002365201013162732,1719988591024133695,2.0,2.0,-3.0,1719988591020510979,0.0,0.0,0.0,0.0
1719988591022280438,0.12344584614038467,-0.14913518726825714,0.02144249528646469,-0.03141598775982857,0.7026792168617249,19.241315841674805,1719988591026862582,0.01545108575373888,0.005807778332382441,-0.002437220187857747,1719988591033237108,-2.0,3.0,-1.0,1719988591030731016,0.0,0.0,0.0,0.0
1719988591032433568,0.12344291061162949,-0.14912791550159454,0.021441791206598282,-0.030380673706531525,0.7040538191795349,19.241365432739258,1719988591036976271,0.01545108575373888,0.005807778332382441,-0.002437220187857747,1719988591045248697,-3.0,0.0,-1.0,1719988591040631234,0.0,0.0,0.0,0.0
1719988591043994752,0.1233585923910141,-0.14915858209133148,0.021454645320773125,-0.030442694202065468,0.710516631603241,19.242141723632812,1719988591047198002,0.014821740798652172,0.005368340760469437,-0.0023704315535724163,1719988591053812807,-4.0,4.0,0.0,1719988591051511473,0.0,0.0,0.0,0.0
1719988591052115818,0.12332206964492798,-0.14917132258415222,0.021458402276039124,-0.029907645657658577,0.7124019265174866,19.24288558959961,1719988591056634967,0.015383884310722351,0.005117600783705711,-0.0022974153980612755,1719988591064651700,2.0,1.0,0.0,1719988591059279319,0.0,0.0,0.0,0.0
