pos.time,pos.x,pos.y,pos.z,rpy.r,rpy.p,rpy.y,vel.time,vel.x,vel.y,vel.z,rate_rpy.time,rate_rpy.r,rate_rpy.p,rate_rpy.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4
1719988468348047233,0.05315794795751572,-0.03853950649499893,0.02046344429254532,0.5876653790473938,0.9913197159767151,40.41094207763672,1719988468351509389,0.007553300354629755,0.0007957413326948881,-0.022371675819158554,1719988468349107755,1.0,2.0,-1.0,1719988468347214672,0.0,0.0,0.0,0.0
1719988468358765999,0.05315325781702995,-0.03854253515601158,0.02047073468565941,0.5879088640213013,0.991516649723053,40.41263198852539,1719988468361831059,0.007495698053389788,0.0007579242810606956,-0.02223099395632744,1719988468359804909,0.0,0.0,-1.0,1719988468357836244,0.0,0.0,0.0,0.0
1719988468368816569,0.053152311593294144,-0.03854188695549965,0.02047339454293251,0.5872895121574402,0.9910207986831665,40.415504455566406,1719988468371525403,0.007619154639542103,0.0008393169846385717,-0.022348890081048012,1719988468369699560,-3.0,6.0,1.0,1719988468367804073,0.0,0.0,0.0,0.0
1719988468377838716,0.05315491557121277,-0.038545940071344376,0.02047061175107956,0.5853189826011658,0.9933048486709595,40.4177131652832,1719988468381359131,0.00734608294442296,0.0008548710611648858,-0.021098090335726738,1719988468378724247,1.0,3.0,1.0,1719988468375202013,0.0,0.0,0.0,0.0
1719988468388387870,0.05311436578631401,-0.03855045884847641,0.02059461548924446,0.5842636227607727,0.9937000274658203,40.4211540222168,1719988468392273882,0.007179765962064266,0.0008579401765018702,-0.02046215906739235,1719988468389192546,-1.0,1.0,2.0,1719988468385831306,0.0,0.0,0.0,0.0
1719988468399171425,0.05309827998280525,-0.03855141997337341,0.02064819261431694,0.5843991041183472,0.9938459396362305,40.38156509399414,1719988468402024208,0.007105263415724039,0.0008380985236726701,-0.020194241777062416,1719988468399865621,-2.0,5.0,0.0,1719988468398236964,0.0,0.0,0.0,0.0
1719988468408389071,0.05308731645345688,-0.038550298660993576,0.020674198865890503,0.5833893418312073,0.9948563575744629,40.38357162475586,1719988468412200200,0.007346317172050476,0.0009578119497746229,-0.021254053339362144,1719988468409631988,5.0,0.0,0.0,1719988468407225066,0.0,0.0,0.0,0.0
1719988468418052160,0.05308270826935768,-0.03854965418577194,0.020683763548731804,0.5843502879142761,0.9942625761032104,40.38677978515625,1719988468422331459,0.007386804558336735,0.0012322694528847933,-0.021307090297341347,1719988468419371840,4.0,0.0,2.0,1719988468416533988,0.0,0.0,0.0,0.0
1719988468428338427,0.05308312550187111,-0.03854701295495033,0.020686211064457893,0.5860809683799744,0.9938631057739258,40.38711929321289,1719988468432568753,0.007473406381905079,0.0013352656969800591,-0.021357784047722816,1719988468430310282,1.0,3.0,-6.0,1719988468427035757,0.0,0.0,0.0,0.0
1719988468438681365,0.053047604858875275,-0.038551755249500275,0.020792581140995026,0.5862894654273987,0.9927346706390381,40.428104400634766,1719988468442172626,0.007468643132597208,0.0014046387514099479,-0.02112114429473877,1719988468439825826,0.0,1.0,0.0,1719988468437498106,0.0,0.0,0.0,0.0
1719988468447950006,0.05306756868958473,-0.03855010122060776,0.020741663873195648,0.5857530236244202,0.9909909963607788,40.42839813232422,1719988468452741871,0.007550652138888836,0.001368751865811646,-0.02163182571530342,1719988468450396049,2.0,0.0,0.0,1719988468446910793,0.0,0.0,0.0,0.0
1719988468457575602,0.053078051656484604,-0.03854898735880852,0.02071848139166832,0.5861526131629944,0.9904630780220032,40.42908477783203,1719988468461937317,0.0076903956942260265,0.0014388273702934384,-0.021961675956845284,1719988468458654352,2.0,0.0,0.0,1719988468455516518,0.0,0.0,0.0,0.0
1719988468467592065,0.053083159029483795,-0.038544610142707825,0.020706431940197945,0.5864569544792175,0.9909083247184753,40.43038558959961,1719988468472506417,0.00782451219856739,0.001452494179829955,-0.022281333804130554,1719988468468990972,1.0,2.0,0.0,1719988468465322993,0.0,0.0,0.0,0.0
1719988468476187642,0.053083717823028564,-0.038541436195373535,0.020695559680461884,0.5850058794021606,0.9910382032394409,40.4317626953125,1719988468480279492,0.007835128344595432,0.0013406294165179133,-0.022446362301707268,1719988468477138332,0.0,0.0,0.0,1719988468475330334,0.0,0.0,0.0,0.0
1719988468487897036,0.05308669060468674,-0.038538556545972824,0.020691214129328728,0.5836611390113831,0.9903808832168579,40.4334831237793,1719988468491669675,0.007821099832654,0.001291206106543541,-0.02236851677298546,1719988468489214275,2.0,4.0,-3.0,1719988468486383060,0.0,0.0,0.0,0.0
1719988468498026993,0.05308845639228821,-0.03853877633810043,0.020688146352767944,0.5833501219749451,0.9915104508399963,40.434120178222656,1719988468501104932,0.007778447587043047,0.0012748201843351126,-0.022292662411928177,1719988468499147313,0.0,4.0,0.0,1719988468496854548,0.0,0.0,0.0,0.0
1719988468508295299,0.05308610945940018,-0.0385417565703392,0.02069164253771305,0.5830358862876892,0.9913843870162964,40.434322357177734,1719988468511639093,0.007875657640397549,0.001210903748869896,-0.022266056388616562,1719988468509613644,1.0,4.0,-6.0,1719988468505704761,0.0,0.0,0.0,0.0
1719988468516535750,0.05308889225125313,-0.03854145109653473,0.02069498598575592,0.5839313268661499,0.9927271604537964,40.433284759521484,1719988468522087876,0.007990422658622265,0.0011863405816257,-0.022310344502329826,1719988468519601094,3.0,4.0,-1.0,1719988468515759690,0.0,0.0,0.0,0.0
1719988468527047150,0.05309227481484413,-0.038540322333574295,0.020695198327302933,0.585181713104248,0.9927932620048523,40.4329948425293,1719988468529747746,0.007996197789907455,0.0010962042724713683,-0.02240625023841858,1719988468528085194,0.0,1.0,-2.0,1719988468526353693,0.0,0.0,0.0,0.0
1719988468536815751,0.05309314280748367,-0.03854008764028549,0.02069317363202572,0.5841265320777893,0.9914137721061707,40.43257141113281,1719988468540271897,0.007923495955765247,0.0009900107979774475,-0.02250620163977146,1719988468538135796,0.0,3.0,2.0,1719988468535991124,0.0,0.0,0.0,0.0
1719988468546706084,0.053093209862709045,-0.03854431211948395,0.02068925090134144,0.5829864144325256,0.988692045211792,40.43476104736328,1719988468551124474,0.007969297468662262,0.0009177462197840214,-0.022665012627840042,1719988468547596168,1.0,0.0,2.0,1719988468545438751,0.0,0.0,0.0,0.0
1719988468558053869,0.053171586245298386,-0.03853482007980347,0.020468201488256454,0.5835027098655701,0.9887304306030273,40.43476486206055,1719988468562616331,0.008142695762217045,0.0007757170824334025,-0.022813092917203903,1719988468558909096,5.0,5.0,-4.0,1719988468557137330,0.0,0.0,0.0,0.0
1719988468567737080,0.05317516252398491,-0.038538865745067596,0.020469779148697853,0.5835027098655701,0.9887304306030273,40.43476486206055,1719988468573176841,0.0077861095778644085,0.0005989428609609604,-0.02154296450316906,1719988468569060504,-1.0,2.0,0.0,1719988468566289394,0.0,0.0,0.0,0.0
