pos.time,pos.x,pos.y,pos.z,rpy.r,rpy.p,rpy.y,vel.time,vel.x,vel.y,vel.z,rate_rpy.time,rate_rpy.r,rate_rpy.p,rate_rpy.y,motor.time,motor.m1,motor.m2,motor.m3,motor.m4
1719988542402071594,0.022654440253973007,-0.008469938300549984,0.020863331854343414,0.31545284390449524,0.7839372754096985,3.3235292434692383,1719988542395116955,0.014326067641377449,-0.0013043127255514264,-0.0013242550194263458,1719988542402916707,-3.0,1.0,0.0,1719988542399496177,0.0,0.0,0.0,0.0
1719988542412617287,0.022631969302892685,-0.008466686122119427,0.020859910175204277,0.31437215209007263,0.7845150232315063,3.3197736740112305,1719988542404532286,0.014022666029632092,-0.0013585170963779092,-0.0013292500516399741,1719988542413241182,-1.0,2.0,3.0,1719988542409750034,0.0,0.0,0.0,0.0
1719988542421850123,0.022618265822529793,-0.008466004393994808,0.020860308781266212,0.31343257427215576,0.7859348654747009,3.3171627521514893,1719988542416361224,0.01370567362755537,-0.001319281873293221,-0.0011891531758010387,1719988542422555670,0.0,-5.0,2.0,1719988542420728119,0.0,0.0,0.0,0.0
1719988542431277808,0.022615570574998856,-0.008469494059681892,0.020866526290774345,0.3140208125114441,0.7846271395683289,3.320042610168457,1719988542424236260,0.01373719610273838,-0.0013270099880173802,-0.0010230432962998748,1719988542432163360,-3.0,4.0,-1.0,1719988542430462323,0.0,0.0,0.0,0.0
1719988542442216285,0.022756731137633324,-0.0084821293130517,0.020855478942394257,0.3125028908252716,0.7849841117858887,3.3164255619049072,1719988542434449592,0.013878224417567253,-0.001319234143011272,-0.000964904495049268,1719988542443292149,-2.0,-3.0,2.0,1719988542440117178,0.0,0.0,0.0,0.0
1719988542453172009,0.022759834304451942,-0.008483120240271091,0.020855320617556572,0.31221118569374084,0.7849560976028442,3.318834066390991,1719988542445187455,0.01396966353058815,-0.0012509670341387391,-0.0011878631776198745,1719988542454684276,-3.0,0.0,-2.0,1719988542450441765,0.0,0.0,0.0,0.0
1719988542462140139,0.02275916002690792,-0.008480076678097248,0.020852670073509216,0.3107489049434662,0.7850247025489807,3.3149449825286865,1719988542458178333,0.014117017388343811,-0.001174455159343779,-0.0012617516331374645,1719988542463181066,1.0,-2.0,7.0,1719988542460152588,0.0,0.0,0.0,0.0
1719988542471943728,0.022763028740882874,-0.008476856164634228,0.02084995061159134,0.3108014464378357,0.78386390209198,3.313260793685913,1719988542464903810,0.014200189150869846,-0.0010088701965287328,-0.0012663784436881542,1719988542472688720,-3.0,2.0,4.0,1719988542470949898,0.0,0.0,0.0,0.0
1719988542481794486,0.02276686020195484,-0.008473807945847511,0.02084554173052311,0.3090651333332062,0.7841721773147583,3.3111095428466797,1719988542475060020,0.014205224812030792,-0.0009249272989109159,-0.001270999200642109,1719988542482495275,-3.0,0.0,4.0,1719988542480117726,0.0,0.0,0.0,0.0
1719988542493302515,0.022767402231693268,-0.008475704118609428,0.020846934989094734,0.3072492778301239,0.7832487225532532,3.309316635131836,1719988542485804115,0.014828724786639214,-0.0009096568683162332,-0.001365728210657835,1719988542494806826,1.0,3.0,0.0,1719988542489993893,0.0,0.0,0.0,0.0
1719988542502562145,0.022768933326005936,-0.008479447104036808,0.020849043503403664,0.30698439478874207,0.7838914394378662,3.3052234649658203,1719988542497355362,0.014999564737081528,-0.0010905778035521507,-0.001419304870069027,1719988542503314992,-1.0,0.0,-1.0,1719988542501241529,0.0,0.0,0.0,0.0
1719988542512208637,0.022770825773477554,-0.008479536511003971,0.02084927074611187,0.3064754605293274,0.7831047773361206,3.301058530807495,1719988542505613258,0.015061159618198872,-0.001151716336607933,-0.0015166217926889658,1719988542513261608,0.0,-2.0,1.0,1719988542510609799,0.0,0.0,0.0,0.0
1719988542522451557,0.022766556590795517,-0.008477159775793552,0.020844049751758575,0.30579477548599243,0.7810731530189514,3.2982289791107178,1719988542515833633,0.015040033496916294,-0.0011861491948366165,-0.0016369774239137769,1719988542523400691,-1.0,2.0,3.0,1719988542520663591,0.0,0.0,0.0,0.0
1719988542532720577,0.022769764065742493,-0.008476927876472473,0.020839300006628036,0.3063555061817169,0.7826207280158997,3.302394390106201,1719988542525554854,0.01506140548735857,-0.0012576533481478691,-0.0016526731196790934,1719988542533706178,-4.0,-2.0,-1.0,1719988542530779678,0.0,0.0,0.0,0.0
1719988542541858904,0.02276897430419922,-0.00847429409623146,0.020835530012845993,0.3060881495475769,0.7826781868934631,3.306283950805664,1719988542535734096,0.015062845312058926,-0.0012252347078174353,-0.0016815761337056756,1719988542542563101,-3.0,1.0,-2.0,1719988542539012830,0.0,0.0,0.0,0.0
1719988542551740087,0.022773364558815956,-0.008479668758809566,0.02084346115589142,0.30469223856925964,0.7823996543884277,3.302370071411133,1719988542544850508,0.015013469383120537,-0.001089622383005917,-0.0016675846418365836,1719988542553518382,-3.0,1.0,1.0,1719988542550757638,0.0,0.0,0.0,0.0
1719988542562628691,0.022775132209062576,-0.008483977057039738,0.02084314078092575,0.3031380772590637,0.7815536260604858,3.299816370010376,1719988542555275711,0.01509760320186615,-0.001064623356796801,-0.0015964093618094921,1719988542564732949,-2.0,0.0,2.0,1719988542559671108,0.0,0.0,0.0,0.0
1719988542572159944,0.022776689380407333,-0.008483137004077435,0.0208422914147377,0.3017854690551758,0.7802116274833679,3.2971200942993164,1719988542566948091,0.015190783888101578,-0.0012022270821034908,-0.0016454720171168447,1719988542573323756,-1.0,-5.0,-1.0,1719988542569625774,0.0,0.0,0.0,0.0
1719988542582648230,0.02277848869562149,-0.00847975630313158,0.020840218290686607,0.3005436360836029,0.7774032354354858,3.295196056365967,1719988542576138924,0.015309035778045654,-0.0011519334511831403,-0.001646728371270001,1719988542583706150,0.0,0.0,0.0,1719988542580378180,0.0,0.0,0.0,0.0
1719988542591391773,0.022779371589422226,-0.00847749412059784,0.02083534002304077,0.3002835810184479,0.7767693400382996,3.2926812171936035,1719988542587067251,0.015441985800862312,-0.001073884079232812,-0.0016436551231890917,1719988542593427412,-2.0,0.0,3.0,1719988542590175404,0.0,0.0,0.0,0.0
1719988542601156016,0.02279699593782425,-0.008481927216053009,0.020836099982261658,0.3005102872848511,0.7782780528068542,3.2963247299194336,1719988542596747847,0.015513098798692226,-0.001087453099898994,-0.0015750922029837966,1719988542602218319,1.0,2.0,1.0,1719988542600263439,0.0,0.0,0.0,0.0
1719988542611465852,0.02280593290925026,-0.00848615262657404,0.02083754539489746,0.30087360739707947,0.7788553237915039,3.2921996116638184,1719988542605134723,0.015659810975193977,-0.001245460007339716,-0.0014942910056561232,1719988542612342321,-1.0,1.0,2.0,1719988542610641397,0.0,0.0,0.0,0.0
1719988542621428130,0.022792436182498932,-0.0084852185100317,0.02083297073841095,0.3013022243976593,0.7809014320373535,3.295010566711426,1719988542616197470,0.015648342669010162,-0.0013174923369660974,-0.0015233807498589158,1719988542622734095,0.0,0.0,-1.0,1719988542620768160,0.0,0.0,0.0,0.0
1719988542635112234,0.022950075566768646,-0.008497120812535286,0.02081691101193428,0.3004981577396393,0.7794665098190308,3.2912960052490234,1719988542631671768,0.015578442253172398,-0.001244468498043716,-0.0015767102595418692,1719988542636180042,0.0,-1.0,1.0,1719988542633295954,0.0,0.0,0.0,0.0
1719988542643337517,0.022662922739982605,-0.008468740619719028,0.020844867452979088,0.3009442090988159,0.786112368106842,3.3016159534454346,1719988542637866104,0.015949441120028496,-0.0011368400882929564,-0.0016352318925783038,1719988542645406697,-1.0,0.0,-2.0,1719988542642329660,0.0,0.0,0.0,0.0
1719988542653017525,0.02273203432559967,-0.008512113243341446,0.020793166011571884,0.30049052834510803,0.7847827672958374,3.297217607498169,1719988542647811979,0.014578028582036495,-0.0010079951025545597,-0.0013548023998737335,1719988542654267174,-2.0,0.0,1.0,1719988542651656989,0.0,0.0,0.0,0.0
1719988542661641107,0.022756654769182205,-0.008492903783917427,0.020812731236219406,0.300126314163208,0.784122884273529,3.293869972229004,1719988542657048165,0.01493875402957201,-0.0010738321579992771,-0.0016268392791971564,1719988542662850116,-1.0,-3.0,-1.0,1719988542660373827,0.0,0.0,0.0,0.0
1719988542673133317,0.022756654769182205,-0.008492903783917427,0.020812731236219406,0.2986660599708557,0.7825652956962585,3.290614366531372,1719988542666559812,0.015059871599078178,-0.0012054088292643428,-0.0015742613468319178,1719988542674670363,-2.0,-2.0,5.0,1719988542670407067,0.0,0.0,0.0,0.0
1719988542681899300,0.022784532979130745,-0.008488618768751621,0.020826876163482666,0.2991829812526703,0.782410204410553,3.2931361198425293,1719988542677893154,0.015302784740924835,-0.0012813761131837964,-0.001493469811975956,1719988542682743610,-4.0,-1.0,0.0,1719988542679872887,0.0,0.0,0.0,0.0
1719988542692924835,0.02278204821050167,-0.008483557030558586,0.020832667127251625,0.298500657081604,0.7823151350021362,3.2956650257110596,1719988542684745815,0.015382403507828712,-0.0013326501939445734,-0.001548705855384469,1719988542694082492,-1.0,-1.0,0.0,1719988542691104448,0.0,0.0,0.0,0.0
1719988542702850173,0.022792605683207512,-0.00848308764398098,0.020829113200306892,0.299650639295578,0.7839843034744263,3.298919677734375,1719988542697357022,0.015421857126057148,-0.0012188887922093272,-0.0014652219833806157,1719988542704028225,-1.0,0.0,-3.0,1719988542700548843,0.0,0.0,0.0,0.0
1719988542713227423,0.022781142964959145,-0.008481143042445183,0.020831987261772156,0.2995464503765106,0.7867659330368042,3.301571846008301,1719988542707736996,0.015294214710593224,-0.0012135370634496212,-0.0011723153293132782,1719988542715405454,0.0,1.0,-3.0,1719988542712263621,0.0,0.0,0.0,0.0
1719988542723240199,0.02259064093232155,-0.008465847931802273,0.02085517905652523,0.2995464503765106,0.7867659330368042,3.301571846008301,1719988542718522575,0.01450505293905735,-0.001140307285822928,-0.0008937995880842209,1719988542724229311,-1.0,0.0,0.0,1719988542722208690,0.0,0.0,0.0,0.0
1719988542733472891,0.022606125101447105,-0.008468142710626125,0.020861024037003517,0.2986239492893219,0.7872732281684875,3.294274091720581,1719988542727156101,0.01439441554248333,-0.0010966239497065544,-0.0007836998556740582,1719988542734623816,-3.0,0.0,1.0,1719988542729820040,0.0,0.0,0.0,0.0
1719988542742707219,0.02261653169989586,-0.008465355262160301,0.020865095779299736,0.29954901337623596,0.7873377799987793,3.2977709770202637,1719988542737007791,0.014963258989155293,-0.0010453135473653674,-0.0006982352351769805,1719988542743592822,0.0,2.0,0.0,1719988542739613417,0.0,0.0,0.0,0.0
1719988542753180024,0.022617103531956673,-0.008465679362416267,0.020867763087153435,0.3001118004322052,0.7875089049339294,3.3002676963806152,1719988542746603497,0.015184896066784859,-0.0010804253397509456,-0.0006303259287960827,1719988542754371699,-1.0,-2.0,0.0,1719988542749913679,0.0,0.0,0.0,0.0
1719988542762641582,0.02261708863079548,-0.008464261889457703,0.02086303010582924,0.3016517460346222,0.7884175181388855,3.306042194366455,1719988542756598983,0.015201836824417114,-0.001152525539509952,-0.0007252758950926363,1719988542764693285,-4.0,0.0,0.0,1719988542759383044,0.0,0.0,0.0,0.0
1719988542777038497,0.022617563605308533,-0.008502840995788574,0.020819492638111115,0.29999393224716187,0.7868363857269287,3.302792549133301,1719988542767069473,0.015206482261419296,-0.00125849898904562,-0.0007684109732508659,1719988542778446608,2.0,-1.0,0.0,1719988542770749515,0.0,0.0,0.0,0.0
1719988542784722952,0.022617951035499573,-0.008524364791810513,0.02079618349671364,0.29968857765197754,0.7851197123527527,3.299912929534912,1719988542782059323,0.015358858741819859,-0.0015922304010018706,-0.0010129185393452644,1719988542785941035,0.0,0.0,-2.0,1719988542783485688,0.0,0.0,0.0,0.0
1719988542792063758,0.022618379443883896,-0.008532477542757988,0.02078380435705185,0.2996402382850647,0.7844055891036987,3.295771837234497,1719988542788590077,0.015461379662156105,-0.0017858429346233606,-0.0011047455482184887,1719988542793377577,0.0,0.0,0.0,1719988542790053322,0.0,0.0,0.0,0.0
1719988542801880743,0.022617872804403305,-0.008499479852616787,0.020822077989578247,0.29825830459594727,0.7818187475204468,3.2944681644439697,1719988542796612095,0.015587818808853626,-0.0017906454158946872,-0.0011855862103402615,1719988542803041766,3.0,1.0,0.0,1719988542798940886,0.0,0.0,0.0,0.0
1719988542811400472,0.022616684436798096,-0.008484706282615662,0.02084025926887989,0.2997532784938812,0.7801844477653503,3.2900991439819336,1719988542806620343,0.015872959047555923,-0.0017730460967868567,-0.0009880041470751166,1719988542813780197,-3.0,-1.0,-6.0,1719988542809890712,0.0,0.0,0.0,0.0
1719988542821320658,0.022619687020778656,-0.00847710482776165,0.02085082046687603,0.2995631694793701,0.7813519835472107,3.293059825897217,1719988542817666030,0.015967367216944695,-0.0016903555952012539,-0.0009582979837432504,1719988542823362217,0.0,-2.0,0.0,1719988542820229402,0.0,0.0,0.0,0.0
1719988542831861865,0.0226197000592947,-0.008473512716591358,0.02085193805396557,0.3000975549221039,0.7792818546295166,3.288879871368408,1719988542826479875,0.016063231974840164,-0.0015922632301226258,-0.0009168066317215562,1719988542833347184,0.0,0.0,0.0,1719988542830006436,0.0,0.0,0.0,0.0
1719988542844001040,0.022629106417298317,-0.008476893417537212,0.020857151597738266,0.2989582121372223,0.7793033719062805,3.285536289215088,1719988542836532179,0.01599031686782837,-0.001747091650031507,-0.0010415660217404366,1719988542845024302,0.0,0.0,0.0,1719988542841005423,0.0,0.0,0.0,0.0
1719988542850971066,0.022629614919424057,-0.00847592856734991,0.0208579171448946,0.2989765703678131,0.7759688496589661,3.281553030014038,1719988542848746470,0.01600920408964157,-0.0018219088669866323,-0.0010342682944610715,1719988542851905468,-3.0,-1.0,0.0,1719988542850063058,0.0,0.0,0.0,0.0
1719988542860745887,0.022631049156188965,-0.008478326722979546,0.02086365409195423,0.2996845543384552,0.7748159170150757,3.2855734825134277,1719988542854447242,0.01604444347321987,-0.0018386313458904624,-0.0009553311392664909,1719988542862307832,0.0,-2.0,-1.0,1719988542859633968,0.0,0.0,0.0,0.0
1719988542871062435,0.02263115532696247,-0.008480136282742023,0.020865008234977722,0.2981315851211548,0.7733955383300781,3.281999111175537,1719988542864808460,0.016131432726979256,-0.0018447539769113064,-0.0008587453048676252,1719988542872038343,-2.0,0.0,1.0,1719988542869757283,0.0,0.0,0.0,0.0
1719988542881785242,0.022629566490650177,-0.008485975675284863,0.02085982635617256,0.29655808210372925,0.7735480666160583,3.278036117553711,1719988542874948703,0.01616825722157955,-0.0017625228501856327,-0.0008317444589920342,1719988542882958274,-5.0,3.0,-1.0,1719988542880876055,0.0,0.0,0.0,0.0
1719988542891114689,0.022788597270846367,-0.008502982556819916,0.020851220935583115,0.29627397656440735,0.774821400642395,3.281503915786743,1719988542885565138,0.016097798943519592,-0.0015982486074790359,-0.0009055210975930095,1719988542892475070,-1.0,-4.0,0.0,1719988542888822768,0.0,0.0,0.0,0.0
1719988542901375328,0.0227887574583292,-0.008499561809003353,0.020846134051680565,0.2951340973377228,0.7753391265869141,3.2847776412963867,1719988542896363882,0.01620441861450672,-0.0014389553107321262,-0.0009169775294139981,1719988542902727257,-4.0,1.0,2.0,1719988542900470724,0.0,0.0,0.0,0.0
1719988542911846792,0.022789668291807175,-0.008495131507515907,0.020847739651799202,0.29495301842689514,0.7757980823516846,3.287034511566162,1719988542904779481,0.016211338341236115,-0.00140011974144727,-0.0009194756858050823,1719988542912676263,1.0,0.0,-3.0,1719988542909830236,0.0,0.0,0.0,0.0
1719988542922538982,0.022788507863879204,-0.008492355234920979,0.020853610709309578,0.2938494086265564,0.7752525806427002,3.2827670574188232,1719988542915123390,0.016120363026857376,-0.001321333460509777,-0.0008675165008753538,1719988542923576614,-2.0,-4.0,0.0,1719988542921435299,0.0,0.0,0.0,0.0
1719988542931249623,0.022803986445069313,-0.008495775051414967,0.020850330591201782,0.2940460443496704,0.7749944925308228,3.285397529602051,1719988542925654428,0.01605079509317875,-0.0012198381591588259,-0.0008241078467108309,1719988542933589050,0.0,-2.0,-2.0,1719988542930286049,0.0,0.0,0.0,0.0
1719988542942251303,0.02279495634138584,-0.008491657674312592,0.02084779366850853,0.29383692145347595,0.7752093076705933,3.286573648452759,1719988542935667410,0.01601756177842617,-0.0012368790339678526,-0.0008494784124195576,1719988542943661193,0.0,0.0,0.0,1719988542939925063,0.0,0.0,0.0,0.0
