duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.0,-0.0786323045857701,2.3956093551564988,-24.0337499032463,121.44137323031805,-304.9522663666923,404.6023707582802,-271.5479371106094,72.64040206792619,-0.06341150599607423,1.963394478921323,-17.685200903623212,60.22838004473323,-144.58184484799565,200.6771547898458,-139.82257415900824,38.15609350434943,0.9074148675071304,0.7327968771438287,-9.864409896102037,52.32015461101671,-140.545898260389,196.11620578621165,-135.0945268503283,36.35843516629741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.4643237126953499,0.4585569019983842,-0.3891420641652846,-0.9742281732672251,3.1133991958184875,-3.456463073744453,1.6714276667019723,-0.29351554248396144,-1.1286984139272676,0.2775128112056313,1.9417322778040271,-1.2292722930625026,-0.08468535608932536,2.0308821036313627,-2.2173937808705317,0.7076899211255991,0.9314580293522239,0.1997198302778399,-0.45984775030998554,0.44736824134706865,1.317761766978877,-3.754555555891313,3.2713497729773127,-0.9663534399702172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5932509114201711,-0.10377241634696394,-0.374661250070319,0.22470161397211097,-1.0321911534870187,1.2885763564639747,-0.7014994209731438,0.14509925381182964,0.3172891487574058,1.9244505004146906,-0.37734497988916194,-1.4541228005796665,1.0984028808635404,-1.1637308699299704,0.8717509668629145,-0.22619857233503848,0.9867513219428301,-0.010451391473312213,-0.024484416852383038,0.22265503780562018,-0.15297659110052983,-0.2323624063814304,0.304272962007377,-0.09725270915518607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.028766071955399656,-1.06307309882858,-0.5046125434844743,0.48647850605018095,-0.5184469188931484,1.3333393247639043,-1.0304645869519105,0.27477184272379573,0.9805463791067129,-1.0074800696071502,-1.3779989586915296,0.07060568857204937,2.777020079867277,-4.0855320521857745,2.8983872032857443,-0.8071694536920896,0.9959636047039211,-0.017496514076739595,-0.06060747936014907,0.26556951862784606,-0.868162266713448,1.4756745876622601,-1.1020334583558982,0.2969497874412424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.9959448724309932,-0.2426334303471554,1.410726918812804,1.4980948285073923,-2.9565860782390097,2.70356507140038,-1.528739603995468,0.35908388509257655,-0.5628943376063417,-1.1139266448851326,1.2664198016424728,-0.3045797694899546,0.7537379195012589,-0.8240225327180188,0.11113652337807367,0.09765108519613298,0.9862138185912886,0.03628775536814643,-0.0011775459709115906,0.28292338941179496,-0.735593083088468,0.6077508448593684,-0.117100971112776,-0.04528650916931211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.26897013770520234,2.0925068841049534,-0.07456371721906362,-2.1721772850621917,1.303952250773183,-0.5114453762563919,0.051992580307312915,0.06672849287448494,-0.5689682209141048,0.7483883318766316,0.2896512401941188,-0.7621086097782365,1.0837882812259974,-1.1033391741619765,0.6924303287265476,-0.18304734479777077,1.013457295741484,-0.0147289976891256,-0.42064675034118904,2.411588250566552,-5.908007112464007,7.345244201209623,-4.49658617637913,1.0708409852862013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0141234957808751,-1.177917711061216,-1.7948699775374963,0.8202373967782189,0.8255428556246929,-1.0742766451617527,0.9090299732258056,-0.3310516263019409,0.20424683768809354,0.727581255823726,0.09812945821477881,-0.6305049605743762,1.7177841998449666,-2.586342299801307,1.4852773851666283,-0.2823658374933272,1.0011341001584035,0.0038562992003669744,-0.18117423190575901,0.7263564406912217,-2.0822725746501254,3.0505676612263093,-2.0596171505680383,0.5201136597669057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.8213311690608528,-1.2130932897944082,1.8333545161775195,-0.966807358336809,4.043270374843133,-6.477866340120196,4.099619811120501,-0.9421234853196595,0.7326070124745145,-0.11067322640955836,-1.1819812622763926,0.81248609826147,-3.0322551812796257,4.144520511506981,-2.337470692974555,0.5236352931711952,0.97942703640578,0.026376688590705414,0.18657939913846544,-1.0796425369554759,3.5582160796830404,-6.1674921787416,5.034621900769437,-1.537459585398249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.4315457966177205,1.3422559318007385,0.041327928560515724,-0.4617870746151856,0.7311149470506929,-2.305340103086666,2.383056345722219,-0.7774202557529588,-0.4672193293040477,-1.8061238915116054,0.5900871421899107,0.21348567493448328,1.952785968349234,-1.8743893658923318,0.4439886102478366,0.04359309695905429,1.0009394186125644,-0.002516610440716154,0.24915998387243665,-1.887459080474163,4.75758590336108,-5.628350940407815,3.2183649984589646,-0.7175008791628101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5246764256426194,0.2927241906439718,-0.5321292205552429,0.9091731119675974,-1.8764683707421956,2.2041585993055364,-1.4883977023125694,0.4133289876146938,-0.8893508678877816,1.4471493724234636,1.695562771424144,-1.0730271831660592,-0.23787647100009293,0.22231504718190045,-0.37501958168823657,0.2143452629229602,0.989949369670859,0.025436513959545333,-0.310107398126074,1.6610214361461375,-3.512756705020664,3.18054007435493,-1.0627302396749045,0.01583072226296263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
