duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.0,-2.433283625959623,9.134314530680916,-13.245354659433255,8.851009954670157,-2.401840797189527,0.32292129701798117,-0.008690494989069257,-0.37497747404265247,-0.9774678920664575,4.121762809828201,-7.037393229446054,5.924897033418121,-2.089687269420837,0.07168311038138754,-0.006665519795096165,-0.07493517907231195,8.767985551008564,-32.84912406001953,49.03422436771928,-36.57343244840457,13.539317096700682,-1.6959769283774808,-0.05345863302976047,0.4967168401729619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.8974095400598074,-19.174544286559613,82.17126829729158,-193.15529305116755,268.3505243714071,-220.16809160066484,99.20705848100708,-19.283940134171953,3.082147515316281,-31.84525876886885,140.61488724524068,-343.7842812075701,501.63321171849236,-435.6507475348028,208.27171348383848,-42.3900310805861,-19.78473632556407,199.0501696571172,-845.637442585394,1966.391712889538,-2704.0415968634516,2200.4823150869543,-981.7571987408298,185.96153864989805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.4472663584706,-59.136078806600025,432.54352749071285,-1748.2119197463555,4215.574784000027,-6063.476167617554,4815.963168775846,-1629.2081810351015,-2.0411001780838354,35.62498808676909,-264.5828349217779,1083.339309001244,-2639.8177876986747,3826.4274509855622,-3053.942575113025,1035.3630075859621,-42.485462788706265,742.3054311160836,-5535.472525683123,22836.315271492676,-56285.205699790204,82879.1846510838,-67508.43466782823,23467.13219365341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.09934380217419651,1.922770087648124,-14.882561431915645,56.34870887498831,-92.99400429211775,-16.451969362110034,254.69363138343067,-237.59617700412676,0.053735849807290556,-0.5892326221894437,-1.3805220496470743,51.457129222377205,-328.22090720449035,989.9344478543874,-1491.3949446322626,906.0972825830562,-0.13172979959584885,1.5348001543160288,1.7027472317457304,-113.44486378151196,755.1861162401784,-2323.2151479596073,3546.335227028444,-2174.998896654186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.00013570486281242424,0.00019136543250652903,-0.11596846669661098,2.0665477077130934,-15.950415262616161,63.44289853568311,-127.45870008972798,102.1578169744728,0.036870554593197866,-0.8286404870056663,6.654143689441296,-15.682338683520628,-84.1992870272887,646.7038837000849,-1600.8270507381983,1435.2733609340103,-0.06411880233905674,1.5275873858983156,-14.33654908523447,63.33223185771942,-100.49036956145592,-185.60268318787436,899.0991114176887,-933.450107816365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0002517565070751197,-0.0025162534462883665,-0.00031490258086426005,-0.27872321444279186,6.515835451234033,-48.49690179667265,156.27398462270722,-188.67481873623782,-0.0034423218744068546,0.08449578101978066,-0.692425406828462,0.8189272150555483,20.5604206634059,-131.83879508044717,322.91134841038513,-288.3883880354509,-0.00022056668657378196,-0.015688811390461747,0.7107215707292402,-11.08441703415987,88.10812409657915,-385.7866685321449,889.2470209307681,-845.0749838260717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-6.222582681420514e-05,0.0020806506230703877,-0.028571286455329577,0.22595214516402098,-1.3317391265274803,6.599173420505411,-22.21427681880932,32.95627355225797,0.0005303680476240052,-0.013190952999057889,0.0992418591312556,0.01780820675368175,-3.0999139698571088,7.3690910560350185,30.12367439665094,-104.69517348686415,-8.185148190942511e-05,0.0005115930667523373,0.02968190209928794,-0.47635776102698746,2.1541992658657128,3.473224186249366,-52.24187288265031,109.59089583537913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-7.495195565518913e-05,0.0022731825463926077,-0.023238273897046566,0.07665952971384152,-0.10373892807254483,3.9519628358194754,-33.801891554802076,79.22757799919593,8.554266384907193e-05,-0.0020578214618675013,0.009619335441416597,0.10652531176197536,-0.717040691577008,-5.366183296963729,55.976540801712765,-129.1555107759521,0.0001703416883841276,-0.005264673321703327,0.054286272119287625,-0.12207469332734146,-1.323722333626328,6.940054265912729,3.8305591023256365,-52.142999136787935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.00017984838601755234,0.010612511113892869,-0.24546318345505086,2.7510348112410483,-13.672074751869138,0.15337804409082792,259.0627665049715,-712.0888773213271,-8.951275806804084e-05,0.007834185492965629,-0.21559731421146786,2.590494308634945,-12.192406854342805,-18.038450833198638,363.64760226605546,-924.5616371152744,-0.0006327321155567343,0.020079264117289716,-0.19168490300596422,0.016968395740591394,6.932405516602625,10.389401987004792,-392.994978267039,1205.4345232715573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,9.474764767022747e-05,0.000460569339753875,-0.12129350372035264,2.312679942534861,-13.355005150253268,-42.00380918498707,720.9575577542231,-2059.828967863476,-7.441602052577104e-05,0.004592467670751274,-0.10849576802719783,1.2099521483219797,-5.598396547830855,-5.6094043797361275,142.12696021404662,-360.589739830743,5.665161441182649e-05,0.00026227778176567075,-0.07496696610778703,1.504064846757905,-10.167132106053636,-6.035656397278621,349.0211392916371,-1091.3766820696228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-0.00028391748573453626,0.013243244775409405,-0.23011906884319308,1.7318108593685746,-4.856734910400755,17.66956277174785,-276.197288005117,1141.3355446202447,-0.0003036257005465326,0.013978706654284218,-0.23871041298024875,1.709053513893125,-3.0403970589916716,-6.292355323847475,-124.56932826519449,752.9772662018945,-3.915498706998692e-06,0.004745226754108312,-0.20576157974619658,3.097156053402088,-11.508144796762034,-159.00243641560317,1712.2015610213016,-4814.219730859589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-2.1227542559530688e-05,0.005407416952280244,-0.23336853503839067,3.8240134354316138,-18.80474367384004,-165.33668079401866,2226.2625323903044,-7023.212352099798,-0.00016673774809370206,0.009019995510290658,-0.1877742054369715,1.7751204179693834,-5.575728556913012,-22.521707735244075,166.37796903063025,-162.67753652144734,-6.0201658951088595e-05,0.004733946279396636,-0.14376601588532778,2.095550316870833,-13.47147591083062,0.8045578588784507,412.18342165805007,-1440.5675124812153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
