pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,real_rate.time,real_rate.r,real_rate.p,real_rate.y,real_rate.thrust,target_rate.time,target_rate.r,target_rate.p,target_rate.y,target_rate.thrust,motor.time,motor.m1,motor.m2,motor.m3,motor.m4
1715594297122956059,-0.6474382281303406,0.8484011888504028,0.11772103607654572,1715594297134397307,0.9999487400054932,-0.0041941022500395775,-0.0020248701330274343,-0.008878583088517189,1715594297128012273,0.025193238630890846,0.011399660259485245,-0.0006936306599527597,1715594297132029512,-0.0312984324991703,0.34857669472694397,0.26790550351142883,1715594297135666203,-0.0013933259760960937,0.0012370893964543939,0.002066440647467971,0.0,1715594297125818498,2.8822481632232666,-1.4271310567855835,177.86878967285156,0.0,1715594297129525747,0.0,0.0,0.0,0.0
1715594297133387719,-0.6474384665489197,0.8484018445014954,0.11771330237388611,1715594297143158395,0.9999489784240723,-0.004194225650280714,-0.0020105810835957527,-0.008852971717715263,1715594297138220678,0.02534293569624424,0.011629883199930191,-0.0006761629483662546,1715594297141230295,0.050167884677648544,0.016372228041291237,0.06339907646179199,1715594297143921211,0.00015570939285680652,0.002200718969106674,-0.00160224421415478,0.0,1715594297136874085,2.8740782737731934,-1.4191513061523438,177.8786163330078,0.0,1715594297139419711,0.0,0.0,0.0,0.0
1715594297142176972,-0.6474382281303406,0.848403811454773,0.11771778017282486,1715594297151801449,0.9999490976333618,-0.0041870675049722195,-0.0020133203361183405,-0.008846973069012165,1715594297146579842,0.025488905608654022,0.011770588345825672,-0.0006476224516518414,1715594297149673859,-0.12471191585063934,0.15290240943431854,-0.11001952737569809,1715594297152639113,0.0008022718247957528,-0.002271432662382722,0.0037365725729614496,0.0,1715594297145736224,2.87428617477417,-1.4092445373535156,177.36618041992188,0.0,1715594297147885436,0.0,0.0,0.0,0.0
1715594297150719841,-0.647438645362854,0.8484101295471191,0.11772825568914413,1715594297159977542,0.9999492168426514,-0.0041868858970701694,-0.0020003884565085173,-0.008835237473249435,1715594297154714453,0.025697028264403343,0.012016087770462036,-0.0005938055110163987,1715594297157818836,-0.11499166488647461,-0.1018819585442543,-0.08891122043132782,1715594297161027238,-0.004677571821957827,-0.0012278989888727665,-0.00188652821816504,0.0,1715594297153724294,2.869351387023926,-1.4110690355300903,177.24591064453125,0.0,1715594297155840085,0.0,0.0,0.0,0.0
1715594297158768792,-0.6471774578094482,0.8485320210456848,0.11772247403860092,1715594297169192140,0.9999491572380066,-0.004199244547635317,-0.0019980105571448803,-0.0088337492197752,1715594297163212975,0.025800708681344986,0.012104830704629421,-0.000478842033771798,1715594297166316071,0.0016847618389874697,0.1878579705953598,0.10357630252838135,1715594297170414361,0.0030657798051834106,-0.00043391529470682144,-0.00023385182430502027,0.0,1715594297162137233,2.8693220615386963,-1.4021344184875488,177.0116729736328,0.0,1715594297164216408,0.0,0.0,0.0,0.0
1715594297167633513,-0.6471725106239319,0.8485292196273804,0.11773686856031418,1715594297178846849,0.9999493360519409,-0.004189481493085623,-0.00198533502407372,-0.00882326252758503,1715594297172402015,0.025820627808570862,0.012071232311427593,-0.0003047312202397734,1715594297176513998,0.01973116211593151,0.20431990921497345,-0.008976361714303493,1715594297179971308,0.0015800709370523691,-0.001918116002343595,-3.398655098862946e-05,0.0,1715594297171478805,2.8778440952301025,-1.4005686044692993,176.98153686523438,0.0,1715594297173554549,0.0,0.0,0.0,0.0
1715594297177598120,-0.6471707820892334,0.8485274910926819,0.11774243414402008,1715594297187124185,0.9999494552612305,-0.004181379918009043,-0.00197006412781775,-0.008814931847155094,1715594297181996066,0.02612920291721821,0.012174648232758045,0.00020400960056576878,1715594297184955738,0.05393427610397339,0.15060782432556152,-0.08216248452663422,1715594297188233928,-0.0026687518693506718,-0.002862055553123355,0.00012578233145177364,0.0,1715594297180989989,2.871216058731079,-1.3917559385299683,176.7726593017578,0.0,1715594297183006743,0.0,0.0,0.0,0.0
1715594297186004109,-0.6471310257911682,0.8485883474349976,0.11780352890491486,1715594297196710650,0.99994957447052,-0.004180923569947481,-0.001956029562279582,-0.00880947895348072,1715594297191055408,0.02614397555589676,0.012073308229446411,8.186929335352033e-05,1715594297194531549,-0.1125367283821106,0.19324395060539246,0.09366212040185928,1715594297197904424,0.0030856148805469275,-0.0012282620882615447,0.0009309679153375328,0.0,1715594297189752162,2.8657443523406982,-1.3811732530593872,176.60723876953125,0.0,1715594297192306283,0.0,0.0,0.0,0.0
1715594297195569685,-0.6471557021141052,0.8485637903213501,0.11776693910360336,1715594297207818754,0.9999497532844543,-0.004172913264483213,-0.0019417633302509785,-0.008795718662440777,1715594297200600109,0.02604442834854126,0.012021436356008053,-6.157394091133028e-05,1715594297205482591,0.13682712614536285,-0.09667432308197021,-0.21089908480644226,1715594297208928555,-0.0008126483298838139,-0.0024773033801466227,0.0035815699957311153,0.0,1715594297199040009,2.8655223846435547,-1.371496319770813,176.4990234375,0.0,1715594297202041305,0.0,0.0,0.0,0.0
1715594297206504351,-0.6471684575080872,0.8485845923423767,0.11773254722356796,1715594297218654911,0.9999498128890991,-0.004163198638707399,-0.0019372529350221157,-0.008789369836449623,1715594297212509644,0.026038235053420067,0.011925368569791317,7.284149614861235e-05,1715594297216554817,0.028974387794733047,0.18838505446910858,-0.1742943823337555,1715594297220042547,0.0018602553755044937,0.0026565007865428925,-0.0019768280908465385,0.0,1715594297211557210,2.860114574432373,-1.3615902662277222,176.2245635986328,0.0,1715594297214060941,0.0,0.0,0.0,0.0
