send_msg.time,send_msg.r,send_msg.p,send_msg.y,send_msg.thrust
1716287323508913159,-4.129535034298897,2.162689436227083,0.0,44104.91015625
1716287323519097400,0.41283132042735815,-1.58589581027627,0.0,44288.251953125
1716287323530452286,5.195641368627548,8.651174828410149,0.0,44028.7666015625
1716287323539892810,-9.454052522778511,1.6789860650897026,0.0,44254.76171875
1716287323550850541,-2.9115818068385124,1.9572065770626068,0.0,44204.9638671875
1716287323561349435,-5.559958107769489,0.7577089592814445,0.0,44188.5029296875
1716287323571379191,-5.407029278576374,1.826515942811966,0.0,44092.09765625
1716287323581819820,-7.415719851851463,3.216840997338295,0.0,44349.107421875
1716287323592783372,-0.8940619044005871,2.858111634850502,0.0,44279.2158203125
1716287323603485182,-6.471938341856003,-0.12846094323322177,0.0,44052.23828125
1716287323614621684,-3.9951835200190544,7.099780440330505,0.0,44390.615234375
1716287323624860922,-6.894217282533646,-1.0796881187707186,0.0,44292.802734375
1716287323635481391,-4.119514301419258,3.271716982126236,0.0,43869.916015625
1716287323645439070,-3.7311311066150665,1.1256626062095165,0.0,44286.2890625
1716287323656036158,-0.6472402112558484,4.081515111029148,0.0,44368.86328125
1716287323666675685,-3.0998946726322174,2.8562015667557716,0.0,44050.775390625
1716287323677112407,4.6303098276257515,3.1936543062329292,0.0,43756.40234375
1716287323687585849,-7.6257046312093735,-1.4184964634478092,0.0,44348.5732421875
1716287323698486685,-5.506569743156433,2.4628336541354656,0.0,44226.060546875
1716287323708457156,-5.691302195191383,-4.493784382939339,0.0,44236.923828125
1716287323718906424,3.0155687034130096,-1.3650823663920164,0.0,43936.3056640625
1716287323730179871,-4.282515160739422,4.068342112004757,0.0,43927.12109375
1716287323739592973,-3.447209559381008,3.4454621002078056,0.0,44347.470703125
1716287323750315579,-0.1759701152332127,-1.5291975997388363,0.0,44065.7548828125
1716287323761468166,-2.393770460039377,2.0189045928418636,0.0,44107.49609375
1716287323770577774,-1.9161769933998585,-1.0023501422256231,0.0,44230.1845703125
1716287323781788692,-0.5103081604465842,5.249839425086975,0.0,44159.1455078125
1716287323793027546,0.9014347940683365,0.5955790635198355,0.0,44291.0048828125
1716287323801942013,6.8841395527124405,7.540020793676376,0.0,43415.2001953125
1716287323813067383,-4.01200532913208,-4.363093078136444,0.0,44664.5263671875
1716287323823947632,0.953650027513504,7.769113630056381,0.0,44191.9375
1716287323832417117,-3.128588944673538,3.7819264456629753,0.0,43919.47265625
1716287323843780081,-3.5067951679229736,-2.754917833954096,0.0,44335.9326171875
1716287323854710811,-2.289360109716654,2.287848349660635,0.0,43804.9423828125
1716287323865235603,-3.0562598258256912,6.0522933304309845,0.0,44313.779296875
1716287323875664464,8.947790265083313,4.216171056032181,0.0,43623.0
1716287323886500388,-2.099096607416868,-1.9205419532954693,0.0,44615.375
1716287323896767635,0.34608048386871815,2.7766358479857445,0.0,43858.94921875
1716287323900219094,-36.76180690526962,33.49468320608139,0.0,45811.7666015625
1716287323905344947,-1.1291552614420652,3.945463076233864,0.0,43942.3154296875
1716287323917388124,12.634937167167664,3.2269955053925514,0.0,43839.1650390625
1716287323926660812,-5.865826830267906,-0.2963321073912084,0.0,44424.2822265625
1716287323939319434,1.055257972329855,5.358125232160091,0.0,44179.0498046875
1716287323949553115,4.502251781523228,-0.557310227304697,0.0,44329.341796875
1716287323959071744,12.574910670518875,5.839430540800095,0.0,43460.248046875
1716287323969423218,-1.8679830618202686,-5.047544538974762,0.0,44698.6298828125
1716287323980593161,6.1186156421899796,7.011057659983635,0.0,44040.4423828125
1716287323990518580,-1.2082027271389961,3.821582905948162,0.0,44021.8984375
1716287324000795119,4.573257565498352,-5.654509663581848,0.0,43844.3369140625
1716287324011924804,2.5168947502970695,7.407726868987083,0.0,44171.4091796875
1716287324021950435,1.445704959332943,2.7449824288487434,0.0,44396.6025390625
1716287324032894112,0.31870292499661446,0.7701725978404284,0.0,44192.994140625
1716287324043248133,4.715132340788841,-0.8410632982850075,0.0,44241.6337890625
1716287324057421304,10.494271516799927,8.237919509410858,0.0,43418.005859375
1716287324064339683,-3.964649923145771,0.5143920751288533,0.0,44809.083984375
1716287324074777890,6.079528480768204,0.02957395277917385,0.0,44298.8564453125
1716287324085158063,-0.8982036542147398,4.8922764882445335,0.0,44020.28125
1716287324095767027,0.9909720439463854,-0.12358468724414706,0.0,44222.724609375
1716287324106543649,1.5967084653675556,-0.8235694281756878,0.0,44163.267578125
1716287324116564486,6.416234225034714,-0.8501727506518364,0.0,44564.765625
1716287324126497950,3.695617653429508,3.3299366757273674,0.0,43987.9794921875
1716287324136991435,5.864743888378143,-0.05073892883956432,0.0,44221.3916015625
1716287324146865908,8.39194469153881,10.069040134549141,0.0,43593.146484375
1716287324157674571,0.13600842794403434,1.0265564918518066,0.0,44824.4541015625
