pos.time,pos.x,pos.y,pos.z
1716287304778741967,-0.05754057317972183,0.023379316553473473,0.01663266122341156
1716287304788881828,-0.05755245313048363,0.023384036496281624,0.01662514917552471
1716287304799264944,-0.05754420906305313,0.023375950753688812,0.01663535088300705
1716287304809609714,-0.057548802345991135,0.023379702121019363,0.016635823994874954
1716287304820026756,-0.05754651129245758,0.023379402235150337,0.016630331054329872
1716287304830565882,-0.05753512308001518,0.023402700200676918,0.01663997396826744
1716287304841224469,-0.0575389638543129,0.0233838502317667,0.016624657437205315
1716287304851862678,-0.05754106864333153,0.0233862716704607,0.016625631600618362
1716287304862438314,-0.057535797357559204,0.023378292098641396,0.016642367467284203
1716287304873147779,-0.057545047253370285,0.023385437205433846,0.01663076877593994
1716287304883509452,-0.057545341551303864,0.023382358253002167,0.01662786863744259
1716287304894088666,-0.057546328753232956,0.02337285317480564,0.01662898063659668
1716287304904516268,-0.05753946676850319,0.02337653748691082,0.01663828268647194
1716287304914937510,-0.05753753334283829,0.023378798738121986,0.016642985865473747
1716287304925485529,-0.05754588544368744,0.023382028564810753,0.01663809083402157
1716287304936026991,-0.05753995478153229,0.023383373394608498,0.016637971624732018
1716287304946631521,-0.0575413703918457,0.02338959090411663,0.016634371131658554
1716287304957287237,-0.05753309279680252,0.02338150329887867,0.016644539311528206
1716287304967971054,-0.05753559619188309,0.023377828299999237,0.016630757600069046
1716287304978594880,-0.057543110102415085,0.02337856963276863,0.01662808284163475
1716287304989181251,-0.057545483112335205,0.023382576182484627,0.016633594408631325
1716287304999898291,-0.057543665170669556,0.02337835356593132,0.016642209142446518
1716287305000357856,-0.05754116177558899,0.02337687462568283,0.016639094799757004
1716287305010572112,-0.05754599720239639,0.023380305618047714,0.016632750630378723
1716287305021196328,-0.05755180865526199,0.023381927981972694,0.016632217913866043
1716287305031868426,-0.05754351615905762,0.02338339202105999,0.01664598286151886
1716287305042553800,-0.05754556506872177,0.02339288964867592,0.016645820811390877
1716287305053211952,-0.057540833950042725,0.02338395081460476,0.016644949093461037
1716287305063898848,-0.057547856122255325,0.023387566208839417,0.016649581491947174
1716287305074352694,-0.057548318058252335,0.023391662165522575,0.016642967239022255
1716287305074686092,-0.057548653334379196,0.023395873606204987,0.016634169965982437
1716287305084954956,-0.05754721909761429,0.023391718044877052,0.0166294164955616
1716287305095670644,-0.05756595730781555,0.023389311507344246,0.016622422263026237
1716287305106326885,-0.05756139010190964,0.02339463122189045,0.016629155725240707
1716287305116888767,-0.05756095051765442,0.023385198786854744,0.016625236719846725
1716287305127653603,-0.057554882019758224,0.02338525839149952,0.01662333309650421
1716287305138221058,-0.05756334215402603,0.023386849090456963,0.016632994636893272
1716287305148880649,-0.05755767598748207,0.023393692448735237,0.016627876088023186
1716287305159562022,-0.05754494294524193,0.02340046688914299,0.016632478684186935
1716287305170134068,-0.05754679813981056,0.023395467549562454,0.01663302257657051
1716287305180757083,-0.057547811418771744,0.023395759984850883,0.01664060726761818
1716287305191457721,-0.057551536709070206,0.023379188030958176,0.016646916046738625
1716287305201857987,-0.05755264684557915,0.023381518200039864,0.016633637249469757
1716287305212435086,-0.05754609405994415,0.023388387635350227,0.01664130575954914
1716287305222883627,-0.05754851922392845,0.02339162491261959,0.016639430075883865
1716287305233330835,-0.057551417499780655,0.023382071405649185,0.016635341569781303
1716287305243859824,-0.057549163699150085,0.023388471454381943,0.01664341427385807
1716287305254298244,-0.05754465237259865,0.023372642695903778,0.016643309965729713
1716287305264755858,-0.057549651712179184,0.023381637409329414,0.016647115349769592
1716287305275217917,-0.05753987282514572,0.02337498404085636,0.01663716323673725
1716287305285627074,-0.05754579231142998,0.023381846025586128,0.01663576439023018
1716287305296132225,-0.05754758045077324,0.0233744028955698,0.01662537269294262
1716287305306589550,-0.057548634707927704,0.023372681811451912,0.01661643013358116
1716287305317061440,-0.057553451508283615,0.023372087627649307,0.01661244034767151
1716287305327418990,-0.057544197887182236,0.023374686017632484,0.016615938395261765
1716287305337772442,-0.05754838511347771,0.023372571915388107,0.01661241240799427
1716287305348386148,-0.057549480348825455,0.023371199145913124,0.016615163534879684
1716287305358688037,-0.057544540613889694,0.02337430603802204,0.016633283346891403
1716287305369306008,-0.05754803121089935,0.02337183803319931,0.016629081219434738
1716287305379996384,-0.05754799395799637,0.023381445556879044,0.0166219100356102
1716287305390600145,-0.05754591152071953,0.02337481640279293,0.016626114025712013
1716287305401196464,-0.05754949152469635,0.02338138408958912,0.0166157353669405
1716287305411862009,-0.057551778852939606,0.023377206176519394,0.016623208299279213
1716287305422573927,-0.05755627527832985,0.02336682751774788,0.016627544537186623
1716287305433153842,-0.057546693831682205,0.023378247395157814,0.01661873422563076
1716287305433497791,-0.05754482001066208,0.0233700443059206,0.016631348058581352
1716287305443771649,-0.05755036324262619,0.023380273953080177,0.01662490703165531
1716287305454328443,-0.05755442753434181,0.023382076993584633,0.01661885716021061
1716287305464945552,-0.057553112506866455,0.023385634645819664,0.016610000282526016
