send_msg.time,send_msg.r,send_msg.p,send_msg.y,send_msg.thrust
1716287475326058508,0.0,0.0,0.0,0.0
1716287475346306264,0.0,0.0,0.0,0.0
1716287475366234514,0.0,0.0,0.0,0.0
1716287475386077076,0.0,0.0,0.0,0.0
1716287475406240969,0.0,0.0,0.0,0.0
1716287475426185532,0.0,0.0,0.0,0.0
1716287475446187087,0.0,0.0,0.0,0.0
1716287475465930003,0.0,0.0,0.0,0.0
1716287475485931659,0.0,0.0,0.0,0.0
1716287475505882301,0.0,0.0,0.0,0.0
1716287475526075779,0.0,0.0,0.0,0.0
1716287475546127629,0.0,0.0,0.0,0.0
1716287475566130238,0.0,0.0,0.0,0.0
1716287475586109486,0.0,0.0,0.0,0.0
1716287475605972418,0.0,0.0,0.0,0.0
1716287475626036732,0.0,0.0,0.0,0.0
1716287475645933887,0.0,0.0,0.0,0.0
1716287475666148649,0.0,0.0,0.0,0.0
1716287475685929040,0.0,0.0,0.0,0.0
1716287475706079506,0.0,0.0,0.0,0.0
1716287475730091665,-5.207443423569202,10.832883641123772,0.0,44463.46484375
1716287475742034418,-5.172888860106468,10.88235966861248,0.0,44463.591796875
1716287475751751861,-5.339701473712921,11.044169291853905,0.0,44468.4765625
1716287475761681874,-5.261811129748821,10.26309460401535,0.0,44476.572265625
1716287475771570795,-4.465315081179142,11.580867916345596,0.0,44466.71484375
1716287475781791395,-5.360860079526901,11.090843752026558,0.0,44468.6396484375
1716287475791768172,-4.709239527583122,10.718706026673317,0.0,44432.83984375
1716287475801564661,-5.271781906485558,10.705321803689003,0.0,44466.0166015625
1716287475811850549,-5.225808508694172,10.60897283256054,0.0,44463.49609375
1716287475821628348,-5.241848453879356,10.56538961827755,0.0,44464.7919921875
1716287475831684392,-5.795591846108437,10.810239762067795,0.0,44492.0576171875
1716287475841741344,-5.853793099522591,10.702081024646759,0.0,44471.8876953125
1716287475851612459,-4.705250412225723,10.618986189365387,0.0,44448.314453125
1716287475861703461,-5.435906611382961,10.252581015229225,0.0,44469.92578125
1716287475871775246,-5.317351967096329,10.230052471160889,0.0,44484.4150390625
1716287475881608379,-5.278397910296917,10.808513760566711,0.0,44451.375
1716287475891614523,-3.765467070043087,12.578448504209518,0.0,44468.0712890625
1716287475901654277,-4.681536331772804,11.086699739098549,0.0,44415.888671875
1716287475911899233,-4.002021141350269,12.389305830001831,0.0,44477.001953125
1716287475921784706,-4.474711194634438,12.148817628622055,0.0,44428.5185546875
1716287475931902652,-5.383334308862686,11.644284725189209,0.0,44463.9208984375
1716287475941817789,-4.9079278483986855,12.293504029512405,0.0,44423.8291015625
1716287475951772242,-3.5873757675290108,13.932622075080872,0.0,44447.4638671875
1716287475961599721,-4.017049893736839,14.243437796831131,0.0,44396.130859375
1716287475972014374,-4.039232097566128,14.091750830411911,0.0,44421.2548828125
1716287475981443722,-3.7854501977562904,14.043625295162201,0.0,44420.3603515625
1716287475991508867,-3.401184529066086,15.001996010541916,0.0,44300.3271484375
1716287476001628674,-3.002392016351223,15.411915332078934,0.0,44342.53125
1716287476011695520,-3.0893314629793167,14.855547398328781,0.0,44376.9033203125
1716287476022228135,-2.974420264363289,14.065525531768799,0.0,44326.5380859375
1716287476032771363,-2.798842191696167,16.309347599744797,0.0,44219.7666015625
1716287476043125655,-2.2197980247437954,15.074422359466553,0.0,44262.1953125
1716287476053357459,-1.8916411511600018,15.62604546546936,0.0,44282.3701171875
1716287476064063798,-2.2734225913882256,14.836545288562775,0.0,44284.5
1716287476074300170,-0.18119271146133542,17.128801345825195,0.0,44054.30078125
1716287476084101129,-0.8498205430805683,15.734221637248993,0.0,44180.224609375
1716287476094418419,-0.21655776305124164,15.346712172031403,0.0,44204.8388671875
1716287476104824976,-1.1244841944426298,14.834699928760529,0.0,44228.150390625
1716287476115034287,0.09396045352332294,16.684610098600388,0.0,43810.3154296875
1716287476125270985,-0.5788136646151543,15.714394748210907,0.0,44171.3115234375
1716287476135431368,-1.8442051112651825,15.567545145750046,0.0,44203.0771484375
1716287476145752254,-1.0496041271835566,16.131932884454727,0.0,44130.7216796875
1716287476155719370,-2.2005707770586014,15.309336930513382,0.0,44169.6474609375
1716287476166311190,-1.431091446429491,19.176928102970123,0.0,43660.4697265625
1716287476176319386,-3.375246897339821,16.729254126548767,0.0,44172.8447265625
1716287476186679794,-1.5284576453268528,17.297478765249252,0.0,44221.5859375
1716287476196901437,-2.0181881077587605,17.839797288179398,0.0,44073.0458984375
1716287476206917341,-1.8695811554789543,21.181821674108505,0.0,43473.1943359375
1716287476217213331,-1.9983491487801075,16.326748430728912,0.0,44115.9267578125
1716287476227578988,-1.8475020490586758,16.492995768785477,0.0,44159.169921875
1716287476237969738,-1.4069193787872791,16.34545549750328,0.0,44134.4111328125
1716287476248385388,0.05559699609875679,17.26397529244423,0.0,44167.3681640625
