pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,cmd.time,cmd.thrust,cmd.r_rate,cmd.p_rate,cmd.y_rate
1701094708918328310,0.001219340949319303,0.007846473716199398,0.020919637754559517,1701094708910233734,0.9989709258079529,0.0017406565602868795,-0.0034705481957644224,0.045166753232479095,1701094708913609668,0.01978568732738495,-0.007865500636398792,-0.006896739825606346,1701094708911075240,0.0004124611150473356,-0.002204143675044179,-0.0038826947566121817,1701094708912746077,0.0,-1.0888991355895996,-2.44023060798645,0.0
1701094708928180862,0.0012211257126182318,0.007846387103199959,0.02091556042432785,1701094708919906282,0.998968780040741,0.001735458616167307,-0.003464157460257411,0.04521539434790611,1701094708923895686,0.020466020330786705,-0.007879960350692272,-0.0070863445289433,1701094708920722987,0.0009129145182669163,0.00431324727833271,0.0008634516270831227,1701094708923071479,0.0,-1.0822322368621826,-2.4313783645629883,0.0
1701094708937581621,0.0012213217560201883,0.007851452566683292,0.020916230976581573,1701094708929725843,0.9989668726921082,0.0017283627530559897,-0.0034660326782613993,0.045256324112415314,1701094708933691568,0.019978126510977745,-0.007517144083976746,-0.0068344720639288425,1701094708930531886,0.001479737344197929,0.0017401953227818012,0.002460700459778309,1701094708932880222,0.0,-1.0760002136230469,-2.431319236755371,0.7085925340652466
1701094708947933835,0.0012220306089147925,0.007854814641177654,0.020917784422636032,1701094708939903481,0.9989646673202515,0.0017189672216773033,-0.0034661844838410616,0.0453057736158371,1701094708943869915,0.020077278837561607,-0.007360719610005617,-0.00666140578687191,1701094708940737327,-0.0005123790469951928,-0.0025670607574284077,0.004152854438871145,1701094708943089286,0.0,-1.0740693807601929,-2.435896635055542,0.7607229351997375
1701094708958099143,0.001224232604727149,0.007857576943933964,0.020920364186167717,1701094708950197639,0.9989625215530396,0.0017172800144180655,-0.0034731316845864058,0.04535264894366264,1701094708953458395,0.020809682086110115,-0.007294123992323875,-0.006901123095303774,1701094708951074652,-0.0002388804714428261,0.0020710353273898363,-0.0004908049595542252,1701094708952703462,0.0,-1.0746963024139404,-2.428327798843384,0.0
1701094708967511514,0.001227682689204812,0.007860155776143074,0.020916452631354332,1701094708958939405,0.9989606142044067,0.0017181129660457373,-0.003462681546807289,0.04539524018764496,1701094708963668622,0.02104550413787365,-0.007212230935692787,-0.007026611361652613,1701094708960524614,0.002647519577294588,-0.001822408172301948,-0.0006019885186105967,1701094708962873095,0.0,-1.0767501592636108,-2.4353597164154053,0.0
1701094708977708630,0.0012305144919082522,0.007864662446081638,0.02091936208307743,1701094708968533169,0.9989587664604187,0.0017219864530488849,-0.00347287580370903,0.045435477048158646,1701094708973199296,0.02115800231695175,-0.0072012715972959995,-0.006977915298193693,1701094708970795913,0.0013549728319048882,-0.002716295188292861,0.001578714232891798,1701094708972396859,0.0,-1.0760772228240967,-2.4353790283203125,0.0
1701094708987927979,0.001236845855601132,0.0078705083578825,0.020919352769851685,1701094708978651642,0.9989569187164307,0.0017208586214110255,-0.0034730941988527775,0.04547632858157158,1701094708983339121,0.021064070984721184,-0.007202565670013428,-0.006921567488461733,1701094708980935871,0.0002994539972860366,0.0022986712865531445,-0.0017768387915566564,1701094708982543216,0.0,-1.0702738761901855,-2.4415533542633057,0.0
1701094708997594834,0.0012374819489195943,0.007870341651141644,0.02092292532324791,1701094708988933573,0.9989550113677979,0.0017127756727859378,-0.003481912659481168,0.045516856014728546,1701094708993654849,0.02106078527867794,-0.007258265279233456,-0.006886928807944059,1701094708991211755,-0.001053352258168161,-0.00047999268281273544,-0.0011984641896560788,1701094708992865302,0.0,-1.0699177980422974,-2.4445602893829346,0.8194127082824707
1701094709007797288,0.0012399962870404124,0.007869505323469639,0.02092435583472252,1701094708998581279,0.9989531636238098,0.0017137727700173855,-0.0034872256219387054,0.04555728659033775,1701094709003255480,0.021152019500732422,-0.007351735606789589,-0.006785479839891195,1701094709000871012,-0.0036002558190375566,-0.0021480966825038195,0.0022169998846948147,1701094709002454722,0.0,-1.0625957250595093,-2.434641122817993,0.0
1701094709017934803,0.001243964652530849,0.007871340960264206,0.020922357216477394,1701094709009470819,0.9989516735076904,0.0017025446286424994,-0.0034727295860648155,0.04559149593114853,1701094709013382538,0.021325957030057907,-0.007435557432472706,-0.006707731168717146,1701094709011006746,0.003614245681092143,0.0010518664494156837,0.003274607239291072,1701094709012571079,0.0,-1.058037519454956,-2.4366416931152344,0.6418761014938354
1701094709027396572,0.0012465332401916385,0.007871804758906364,0.020921368151903152,1701094709018944920,0.9989494681358337,0.0016957190819084644,-0.003475855104625225,0.04563926160335541,1701094709023669436,0.021371716633439064,-0.007390350569039583,-0.006732798647135496,1701094709021311884,-0.0002685914223548025,-0.0017422615783289075,0.00019357450946699828,1701094709022880945,0.0,-1.0550553798675537,-2.44423246383667,0.7367292046546936
1701094709037580437,0.0012462539598345757,0.007872795686125755,0.02092042937874794,1701094709029115532,0.9989475011825562,0.00169217714574188,-0.003487667068839073,0.045681774616241455,1701094709033082300,0.02139143832027912,-0.007193298544734716,-0.006753383670002222,1701094709029972275,0.00026935627101920545,-0.004407865460962057,4.488275226322003e-05,1701094709032261891,0.0,-1.0467966794967651,-2.445814609527588,0.9197030067443848
