pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,real_rate.time,real_rate.r,real_rate.p,real_rate.y,real_rate.thrust,target_rate.time,target_rate.r,target_rate.p,target_rate.y,target_rate.thrust,motor.time,motor.m1,motor.m2,motor.m3,motor.m4,motor_req.time,motor_req.m1,motor_req.m2,motor_req.m3,motor_req.m4
1706605308317221391,0.0270940400660038,-0.0011918743839487433,0.019952088594436646,1706605308318206306,0.9999867081642151,2.3500484530813992e-05,-0.0016971816075965762,-0.004654915537685156,1706605308321459842,-0.012339438311755657,-0.020180150866508484,-0.0006687934510409832,1706605308325077660,-0.07010924071073532,-0.14880000054836273,-0.3079942762851715,1706605308318880384,0.0018234464805573225,0.001268698018975556,0.0025655231438577175,0.0,1706605308320599861,-0.021611088886857033,-1.1679743528366089,0.0,0.0,1706605308322376031,0.0,0.0,0.0,0.0,1706605308324124743,0.0,0.0,0.0,0.0
1706605308326060755,0.027093831449747086,-0.001192576251924038,0.019950248301029205,1706605308327172072,0.9999867081642151,3.210700742783956e-05,-0.0017061418620869517,-0.004650401417165995,1706605308331284841,-0.012438288889825344,-0.020195219665765762,-0.000626301160082221,1706605308336374790,0.0723334550857544,0.018179573118686676,-0.12079674005508423,1706605308328370795,0.00017930351896211505,0.0016568719875067472,0.0005123185692355037,0.0,1706605308329259652,-0.027557790279388428,-1.1741135120391846,0.0,0.0,1706605308334302861,0.0,0.0,0.0,0.0,1706605308335357484,0.0,0.0,0.0,0.0
1706605308337454632,0.027079295367002487,-0.0012099201558157802,0.01995411142706871,1706605308338665208,0.9999867677688599,3.272319372626953e-05,-0.0017087305895984173,-0.00464250473305583,1706605308342519748,-0.012553098611533642,-0.020310554653406143,-0.0005864580161869526,1706605308345564858,0.2664972245693207,-0.07914053648710251,-0.0068565187975764275,1706605308339713206,0.0008266887161880732,0.0025595936458557844,-0.000804841227363795,0.0,1706605308341090520,-0.02798086777329445,-1.1758935451507568,0.0,0.0,1706605308343212756,0.0,0.0,0.0,0.0,1706605308344331451,0.0,0.0,0.0,0.0
1706605308346683298,0.027085822075605392,-0.0011994234519079328,0.01996249333024025,1706605308348843449,0.9999867677688599,3.985972944064997e-05,-0.0017109051113948226,-0.004647313617169857,1706605308353222048,-0.012649180367588997,-0.020367471501231194,-0.0005074608488939703,1706605308356409307,-0.12717019021511078,0.028356770053505898,-0.25824227929115295,1706605308349996440,0.002173914108425379,0.003553116926923394,0.0012840041890740395,0.0,1706605308352171913,-0.032905079424381256,-1.1773673295974731,0.0,0.0,1706605308354384387,0.0,0.0,0.0,0.0,1706605308355509618,0.0,0.0,0.0,0.0
1706605308357396780,0.027072159573435783,-0.0012211506254971027,0.019967645406723022,1706605308360112428,0.9999867081642151,4.116922718822025e-05,-0.0017147795297205448,-0.004654821939766407,1706605308363819184,-0.012931637465953827,-0.02027503401041031,-0.0005214791744947433,1706605308366850665,0.023342616856098175,-0.17460335791110992,-0.07339933514595032,1706605308361766802,0.0005601062439382076,0.0001422351342625916,0.001210479298606515,0.0,1706605308362952273,-0.03382756933569908,-1.180029273033142,0.0,0.0,1706605308364660872,0.0,0.0,0.0,0.0,1706605308365655189,0.0,0.0,0.0,0.0
1706605308368986080,0.027080602943897247,-0.0012024658499285579,0.01996545121073723,1706605308370330817,0.9999867677688599,5.120726927998476e-05,-0.0017207178752869368,-0.004641112871468067,1706605308373491724,-0.012863772921264172,-0.020041685551404953,-0.0006018189014866948,1706605308376230885,-0.09506659209728241,0.050150103867053986,0.038678403943777084,1706605308371408578,-0.0008903660927899182,0.0005090365884825587,-0.0011484792921692133,0.0,1706605308372500298,-0.04073888063430786,-1.1840845346450806,0.0,0.0,1706605308374360951,0.0,0.0,0.0,0.0,1706605308375349080,0.0,0.0,0.0,0.0
1706605308377139157,0.02708161063492298,-0.0011881270911544561,0.01996256411075592,1706605308379074466,0.9999867677688599,4.812541737919673e-05,-0.0017150912899523973,-0.004642668180167675,1706605308382707132,-0.012966007925570011,-0.019998684525489807,-0.0005763383815065026,1706605308386222139,-0.008148638531565666,0.04404427483677864,0.0469169020652771,1706605308380868216,-0.0008257853914983571,0.0009511727257631719,0.003262850921601057,0.0,1706605308381967000,-0.03860170394182205,-1.1802220344543457,0.0,0.0,1706605308383599186,0.0,0.0,0.0,0.0,1706605308385327764,0.0,0.0,0.0,0.0
1706605308387082549,0.02708161063492298,-0.0011881270911544561,0.01996256411075592,1706605308389178953,0.9999868273735046,4.1167142626363784e-05,-0.0017143198056146502,-0.0046328650787472725,1706605308392566396,-0.01313417125493288,-0.020147208124399185,-0.00041848671389743686,1706605308395539976,-0.03600916266441345,-0.09064118564128876,0.11666490137577057,1706605308390328389,-0.0003987094387412071,0.0011103826109319925,0.000579770072363317,0.0,1706605308391416034,-0.033798761665821075,-1.1797136068344116,0.0,0.0,1706605308393514656,0.0,0.0,0.0,0.0,1706605308394466349,0.0,0.0,0.0,0.0
1706605308396420205,0.027070028707385063,-0.001203318010084331,0.01996423304080963,1706605308397485335,0.9999868273735046,4.077808262081817e-05,-0.0017157054971903563,-0.0046342117711901665,1706605308400761165,-0.01298138964921236,-0.02016092836856842,-0.0002779640781227499,1706605308404893021,0.06393986940383911,0.0081147700548172,0.23566916584968567,1706605308398482318,-0.000950834306422621,0.0015467004850506783,0.0018053839448839426,0.0,1706605308399585895,-0.03353700414299965,-1.1806684732437134,0.0,0.0,1706605308402761889,0.0,0.0,0.0,0.0,1706605308403866665,0.0,0.0,0.0,0.0
1706605308405895020,0.02707587368786335,-0.0011930372565984726,0.019969066604971886,1706605308407194070,0.9999868273735046,4.391479887999594e-05,-0.0017177476547658443,-0.004628106020390987,1706605308411017529,-0.013026174157857895,-0.0201518964022398,-0.0004016375169157982,1706605308415580695,0.04337979108095169,0.025996388867497444,0.11949280649423599,1706605308408957485,0.0015784509014338255,0.00033204854116775095,0.0037010840605944395,0.0,1706605308409964445,-0.035695094615221024,-1.182064175605774,0.0,0.0,1706605308413075385,0.0,0.0,0.0,0.0,1706605308414203387,0.0,0.0,0.0,0.0
