pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,real_rate.time,real_rate.r,real_rate.p,real_rate.y,real_rate.thrust,target_rate.time,target_rate.r,target_rate.p,target_rate.y,target_rate.thrust,motor.time,motor.m1,motor.m2,motor.m3,motor.m4,motor_req.time,motor_req.m1,motor_req.m2,motor_req.m3,motor_req.m4
1706605926602219790,0.027397075667977333,0.0017324425280094147,0.020454315468668938,1706605926612401842,0.9999799728393555,-0.0034268866293132305,-0.004748587030917406,-0.0019374123075976968,1706605926615785829,-0.02590474672615528,0.002605695277452469,-0.00036473278305493295,1706605926610393914,-0.08231284469366074,-0.14004139602184296,0.03687206283211708,1706605926613250719,-0.0018043649615719914,0.003907560370862484,3.4316446544835344e-05,0.0,1706605926607048696,2.352259874343872,-3.2727062702178955,0.0,0.0,1706605926608742800,0.0,0.0,0.0,0.0,1706605926617767215,0.0,0.0,0.0,0.0
1706605926611506027,0.027379699051380157,0.00172914017457515,0.020456796512007713,1706605926620552850,0.9999798536300659,-0.003434511134400964,-0.004761874675750732,-0.001948110875673592,1706605926623417830,-0.026015207171440125,0.0028829926159232855,-0.00042199125164188445,1706605926618562247,-0.12324724346399307,-0.29513877630233765,0.0471714548766613,1706605926621395946,-0.002281063934788108,0.0036248157266527414,0.0007026641396805644,0.0,1706605926614087518,2.3574554920196533,-3.281885862350464,0.0,0.0,1706605926616867904,0.0,0.0,0.0,0.0,1706605926625154010,0.0,0.0,0.0,0.0
1706605926619715765,0.0273696668446064,0.0017329100519418716,0.02045809105038643,1706605926628189240,0.9999797940254211,-0.0034380038268864155,-0.00477667897939682,-0.0019508415134623647,1706605926631138908,-0.025894491001963615,0.0031505136284977198,-0.0003369649057276547,1706605926626300487,-0.12219620496034622,0.18049664795398712,0.27422088384628296,1706605926629115120,-0.0026609923224896193,-0.005309884902089834,0.0029507700819522142,0.0,1706605926622407648,2.359830856323242,-3.292086601257324,0.0,0.0,1706605926624306400,0.0,0.0,0.0,0.0,1706605926633101210,0.0,0.0,0.0,0.0
1706605926627323529,0.027365926653146744,0.0017385405953973532,0.020459575578570366,1706605926636549970,0.9999797940254211,-0.00344923441298306,-0.004766229540109634,-0.0019432274857535958,1706605926639379059,-0.025704756379127502,0.0030593923293054104,-0.00020043374388478696,1706605926633936565,-0.02055315300822258,-0.11287543922662735,0.2169233113527298,1706605926637563637,-0.0027486970648169518,-9.136471817328129e-06,0.002222662325948477,0.0,1706605926630067139,2.3675997257232666,-3.2848916053771973,0.0,0.0,1706605926632213565,0.0,0.0,0.0,0.0,1706605926641093014,0.0,0.0,0.0,0.0
1706605926634886971,0.027110612019896507,0.0017682031029835343,0.02045586332678795,1706605926643806559,0.9999798536300659,-0.0034533280413597822,-0.004759089555591345,-0.0019284762674942613,1706605926646419285,-0.025555774569511414,0.0029882912058383226,-1.9457693269941956e-05,1706605926642018920,-0.0929224044084549,-0.4074910581111908,0.1023077741265297,1706605926645056559,-0.0017889939481392503,0.007422857917845249,0.003090308513492346,0.0,1706605926638405854,2.3704745769500732,-3.2799479961395264,0.0,0.0,1706605926640194466,0.0,0.0,0.0,0.0,1706605926649298834,0.0,0.0,0.0,0.0
1706605926642781809,0.027111995965242386,0.00177104864269495,0.02045244351029396,1706605926654278877,0.9999797940254211,-0.003461392130702734,-0.004767969250679016,-0.001922204508446157,1706605926657471386,-0.025685692206025124,0.0029443681705743074,3.451578231761232e-05,1706605926650253521,-0.2530227303504944,-0.35667017102241516,0.015264186076819897,1706605926655253528,-0.0022802758030593395,0.01093826349824667,-0.0007688462501391768,0.0,1706605926645345392,2.3760337829589844,-3.286054849624634,0.0,0.0,1706605926647564605,0.0,0.0,0.0,0.0,1706605926659961296,0.0,0.0,0.0,0.0
1706605926653152421,0.027114490047097206,0.0017734527355059981,0.020450832322239876,1706605926663861642,0.9999796152114868,-0.003476268146187067,-0.0047969152219593525,-0.001915755565278232,1706605926668025121,-0.025823557749390602,0.0031215911731123924,-0.0002464164572302252,1706605926661090690,-0.0021921880543231964,-0.057391997426748276,0.05867861583828926,1706605926665058709,-0.001742799417115748,-0.004088421817868948,-0.000388549902709201,0.0,1706605926656247476,2.386256456375122,-3.305980920791626,0.0,0.0,1706605926658178714,0.0,0.0,0.0,0.0,1706605926671487099,0.0,0.0,0.0,0.0
1706605926663186925,0.027118904516100883,0.0017662341706454754,0.020453346893191338,1706605926675099714,0.9999794960021973,-0.003480340586975217,-0.004818192217499018,-0.001917433924973011,1706605926678133363,-0.024724682793021202,0.003269908484071493,-0.00042075919918715954,1706605926672618614,0.09632565081119537,-0.08648359030485153,0.13809722661972046,1706605926676111417,-0.002980676479637623,-0.00023115308431442827,-0.0024783273693174124,0.0,1706605926666098053,2.389026165008545,-3.320634126663208,0.0,0.0,1706605926669314313,0.0,0.0,0.0,0.0,1706605926680227559,0.0,0.0,0.0,0.0
1706605926673717020,0.027120225131511688,0.0017691325629130006,0.020456578582525253,1706605926684919242,0.9999800324440002,-0.003457401879131794,-0.004709253553301096,-0.001935334992595017,1706605926688605178,-0.0241299569606781,0.0034418452996760607,-0.0005227174842730165,1706605926681172327,0.06964340060949326,0.04419931396842003,0.1405411958694458,1706605926686244670,-0.004063338041305542,0.0016296355752274394,-0.0009448380442336202,0.0,1706605926676961691,2.3733205795288086,-3.2456703186035156,0.3813512921333313,0.0,1706605926679322498,0.0,0.0,0.0,0.0,1706605926691659931,0.0,0.0,0.0,0.0
1706605926682187685,0.027261679992079735,0.0017522259149700403,0.020458322018384933,1706605926694695936,0.9999804496765137,-0.0034469133242964745,-0.004631358664482832,-0.0019552058074623346,1706605926697966229,-0.024001801386475563,0.0035257411655038595,-0.000602866115514189,1706605926692485190,-0.0041757626459002495,-0.42821210622787476,0.0164114311337471,1706605926695751489,0.0013785673072561622,0.0067951874807477,0.0015099068405106664,0.0,1706605926687303617,2.3661391735076904,-3.19209361076355,0.418709397315979,0.0,1706605926690154380,0.0,0.0,0.0,0.0,1706605926700617052,0.0,0.0,0.0,0.0
1706605926693659945,0.027323320508003235,0.0017446479760110378,0.02045467123389244,1706605926704202702,0.9999805688858032,-0.0034357074182480574,-0.004594363737851381,-0.0019769903738051653,1706605926707140765,-0.023950720205903053,0.0034264610148966312,-0.0007395896245725453,1706605926701436312,-0.11229033023118973,-0.21372579038143158,0.12986917793750763,1706605926705295125,-0.0007853341521695256,0.0047651296481490135,-0.0015720989322289824,0.0,1706605926696834729,2.3584063053131104,-3.166668176651001,0.4555496275424957,0.0,1706605926699135219,0.0,0.0,0.0,0.0,1706605926709512485,0.0,0.0,0.0,0.0
1706605926702375344,0.027356067672371864,0.001740957610309124,0.020450768992304802,1706605926714406891,0.9999805688858032,-0.0034392864909023046,-0.0046083382330834866,-0.0019680580589920282,1706605926718590202,-0.023922691121697426,0.0032209644559770823,-0.0006340197869576514,1706605926710640870,-0.014243033714592457,-0.3226131796836853,0.06346402317285538,1706605926715499494,-0.0011988877085968852,0.00030803424306213856,-0.0023909034207463264,0.0,1706605926706153078,2.360879421234131,-3.1762702465057373,0.0,0.0,1706605926708372172,0.0,0.0,0.0,0.0,1706605926720914161,0.0,0.0,0.0,0.0
