pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,real_rate.time,real_rate.r,real_rate.p,real_rate.y,real_rate.thrust,target_rate.time,target_rate.r,target_rate.p,target_rate.y,target_rate.thrust,motor.time,motor.m1,motor.m2,motor.m3,motor.m4,motor_req.time,motor_req.m1,motor_req.m2,motor_req.m3,motor_req.m4
1705998066040004975,0.02474096789956093,0.007793530821800232,0.01951124519109726,1705998066040848478,0.9950575232505798,-0.001343882642686367,-0.0014126828173175454,0.09927112609148026,1705998066034883244,-0.0007844274514354765,-0.005675390362739563,-0.0029259806033223867,1705998066039186879,0.014872866682708263,0.13390479981899261,0.07031601667404175,1705998066034878112,-0.0007802644395269454,0.0008496166556142271,0.0007365532219409943,0.0,1705998066043983470,1.015986442565918,-0.8772130012512207,0.0,0.0,1705998066037555127,0.0,0.0,0.0,0.0,1705998066038388471,0.0,0.0,0.0,0.0
1705998066049602348,0.024737630039453506,0.007789944764226675,0.019513579085469246,1705998066051087191,0.9950674176216125,-0.0013410327956080437,-0.0014115000376477838,0.09917193651199341,1705998066044901079,-0.0011257356964051723,-0.005671931896358728,-0.002796919783577323,1705998066048819886,0.0009356017108075321,-0.10910963267087936,-0.10719554126262665,1705998066042399917,-0.0002484228753019124,-0.0008170875953510404,0.0018316981149837375,0.0,1705998066052717666,1.0147426128387451,-0.875124990940094,0.0,0.0,1705998066046539656,0.0,0.0,0.0,0.0,1705998066048036322,0.0,0.0,0.0,0.0
1705998066059735233,0.024737099185585976,0.0077890148386359215,0.019517360255122185,1705998066060528803,0.9950677752494812,-0.0013398483861237764,-0.0014169214991852641,0.09916805475950241,1705998066053501172,-0.0011560603743419051,-0.005689567886292934,-0.002762631746008992,1705998066058920524,-0.10631900280714035,0.019628994166851044,-0.11542230099439621,1705998066051867456,0.0004016680468339473,0.0005891115288250148,-0.0005452890181913972,0.0,1705998066062148511,1.017982006072998,-0.8790677785873413,-2.124741792678833,0.0,1705998066055877887,0.0,0.0,0.0,0.0,1705998066058147000,0.0,0.0,0.0,0.0
1705998066069830630,0.024702811613678932,0.007765459828078747,0.01948092319071293,1705998066070723001,0.9950681924819946,-0.0013326772022992373,-0.0014204728649929166,0.09916427731513977,1705998066063701430,-0.0011778307380154729,-0.005780932959169149,-0.0028345950413495302,1705998066068990353,-0.09804032742977142,-0.14165207743644714,-0.04780052602291107,1705998066061331109,0.001687491312623024,-0.001331403967924416,-0.0030958063434809446,0.0,1705998066072546610,1.009626030921936,-0.8818480372428894,0.0,0.0,1705998066066461258,0.0,0.0,0.0,0.0,1705998066067313215,0.0,0.0,0.0,0.0
1705998066081825714,0.024722913280129433,0.007775647100061178,0.019498249515891075,1705998066082939322,0.995068371295929,-0.0013369752559810877,-0.0014120998093858361,0.09916292130947113,1705998066073453182,-0.000995025271549821,-0.0058585116639733315,-0.002670498564839363,1705998066080712883,0.16818462312221527,-0.1327853947877884,0.06511984020471573,1705998066071635496,-0.0023287625517696142,0.0011603654129430652,0.0007650071056559682,0.0,1705998066085279398,1.011996865272522,-0.8758218884468079,0.0,0.0,1705998066077422893,0.0,0.0,0.0,0.0,1705998066078720720,0.0,0.0,0.0,0.0
1705998066091337106,0.024730458855628967,0.007779835257679224,0.01950168050825596,1705998066092635861,0.9950680732727051,-0.0013343379832804203,-0.0014043913688510656,0.09916587918996811,1705998066086828527,-0.0011210470693185925,-0.0060604349710047245,-0.002897856757044792,1705998066090364523,0.19559833407402039,-0.31858140230178833,-0.026783937588334084,1705998066084105220,-0.0005901975673623383,-0.000473792664706707,-0.00194868806283921,0.0,1705998066094466439,1.009667158126831,-0.8707199096679688,0.0,0.0,1705998066088173144,0.0,0.0,0.0,0.0,1705998066089102666,0.0,0.0,0.0,0.0
1705998066101392611,0.024735094979405403,0.007784051820635796,0.019505050033330917,1705998066102334844,0.9950685501098633,-0.0013232880737632513,-0.0014152135699987411,0.09916052222251892,1705998066095345427,-0.0011528480099514127,-0.00606465945020318,-0.003145938040688634,1705998066100458513,-0.014746872708201408,-0.09751007705926895,-0.1925555169582367,1705998066093489728,0.0035955358762294054,0.0041466872207820415,-0.0034339805133640766,0.0,1705998066105255705,1.002833604812622,-0.8788908123970032,0.0,0.0,1705998066097350138,0.0,0.0,0.0,0.0,1705998066098678130,0.0,0.0,0.0,0.0
1705998066112358299,0.024737849831581116,0.007782996632158756,0.019508160650730133,1705998066113324441,0.9950693845748901,-0.0013182942057028413,-0.0014201049925759435,0.09915228188037872,1705998066107834641,-0.0010574470506981015,-0.0059760273434221745,-0.003427669173106551,1705998066111369757,0.013837168924510479,-0.06113671511411667,0.043448060750961304,1705998066104273349,0.002327129477635026,0.004466625861823559,-0.00131783087272197,0.0,1705998066115337413,0.9997401237487793,-0.8825898170471191,0.0,0.0,1705998066109294633,0.0,0.0,0.0,0.0,1705998066110230763,0.0,0.0,0.0,0.0
1705998066121269220,0.024736512452363968,0.00778436753898859,0.01950669474899769,1705998066122178098,0.9950695633888245,-0.0013095289468765259,-0.001431434997357428,0.0991508886218071,1705998066116574451,-0.0010357549181208014,-0.005986448843032122,-0.003470152849331498,1705998066120198561,-0.026687616482377052,-0.32563918828964233,-0.08148757368326187,1705998066114265291,-0.00042210653191432357,0.004133663605898619,0.0003131753474008292,0.0,1705998066124723057,0.994509220123291,-0.8909487724304199,0.0,0.0,1705998066118325796,0.0,0.0,0.0,0.0,1705998066119357667,0.0,0.0,0.0,0.0
1705998066132390739,0.024736536666750908,0.007784186862409115,0.019505809992551804,1705998066133469576,0.9950698614120483,-0.0013117913622409105,-0.0014453429030254483,0.09914734214544296,1705998066125823699,-0.0013207861920818686,-0.006049389950931072,-0.0034896652214229107,1705998066130981264,0.08862525969743729,0.3423175513744354,-0.031165188178420067,1705998066123598424,-0.0018913843668997288,0.005705488845705986,-0.00011934023495996371,0.0,1705998066135635041,0.9970044493675232,-0.9003226161003113,0.0,0.0,1705998066128619761,0.0,0.0,0.0,0.0,1705998066129928573,0.0,0.0,0.0,0.0
