pos.time,pos.x,pos.y,pos.z,quat.time,quat.w,quat.x,quat.y,quat.z,vel.time,vel.x,vel.y,vel.z,omega.time,omega.r,omega.p,omega.y,real_rate.time,real_rate.r,real_rate.p,real_rate.y,real_rate.thrust,target_rate.time,target_rate.r,target_rate.p,target_rate.y,target_rate.thrust,motor.time,motor.m1,motor.m2,motor.m3,motor.m4,rpy.r,rpy.p,rpy.y
1703764895236599523,0.13087591528892517,-0.1101994663476944,0.5991663336753845,1703764895193588261,0.3953753709793091,0.1850881725549698,-0.6359105110168457,-0.6364247798919678,1703764895224109349,0.693686306476593,-1.42539644241333,2.3562638759613037,1703764895217767331,353.7139892578125,-188.6847686767578,-291.8230895996094,1703764895211952758,6.4714674949646,4.184093475341797,-5.174375534057617,0.0,1703764895239728152,-621.7593383789062,-37.53544998168945,0.0,0.0,1703764895225999161,0.0,0.0,0.0,0.0,86.48989868164062,14.88853931427002,-132.2853546142578
1703764895245272341,0.13585108518600464,-0.10943663865327835,0.6222509145736694,1703764895202774448,0.37508538365364075,0.18761859834194183,-0.6610630750656128,-0.6221767067909241,1703764895232974922,0.7333691120147705,-1.331092119216919,2.3282809257507324,1703764895226746296,327.5186767578125,-93.51954650878906,-227.84661865234375,1703764895220980791,6.030709743499756,2.8152105808258057,-4.880129814147949,0.0,1703764895249367563,-641.765380859375,-30.915674209594727,0.0,0.0,1703764895234967406,0.0,0.0,0.0,0.0,90.87840270996094,13.345287322998047,-134.90625
1703764895255759073,0.14026875793933868,-0.10812465101480484,0.6434635519981384,1703764895210992848,0.34555432200431824,0.19530130922794342,-0.6866154074668884,-0.609103262424469,1703764895241204900,0.7696800231933594,-1.2405418157577515,2.307206153869629,1703764895235865784,305.8179016113281,-2.5655879974365234,-120.39561462402344,1703764895229147504,5.594374656677246,1.1412532329559326,-3.4570302963256836,0.0,1703764895259022110,-660.4140014648438,-31.931034088134766,0.0,0.0,1703764895243742899,0.0,0.0,0.0,0.0,95.36569213867188,10.862683296203613,-137.250244140625
1703764895264241315,0.1463136076927185,-0.10558544844388962,0.6734468340873718,1703764895219369158,0.31136342883110046,0.2082720547914505,-0.7105135321617126,-0.5956879258155823,1703764895251615452,0.7907616496086121,-1.159312129020691,2.288454055786133,1703764895244494710,289.17486572265625,67.80923461914062,-12.463024139404297,1703764895238157706,5.2517313957214355,-0.3909305930137634,-1.510986328125,0.0,1703764895267440457,-677.7184448242188,-39.51484680175781,0.0,0.0,1703764895254053820,0.0,0.0,0.0,0.0,99.49018859863281,8.092121124267578,-138.78701782226562
1703764895273195791,0.15080305933952332,-0.10315073281526566,0.6976707577705383,1703764895228370263,0.2795971930027008,0.22463686764240265,-0.7307335138320923,-0.5808529853820801,1703764895259810367,0.7926391363143921,-1.087401032447815,2.2536780834198,1703764895254890873,263.4444274902344,92.52008056640625,69.42813110351562,1703764895247746147,4.932053089141846,-1.4036619663238525,0.2715652585029602,0.0,1703764895276570949,-692.276123046875,-49.671958923339844,0.0,0.0,1703764895262363938,0.0,0.0,0.0,0.0,103.21873474121094,5.9153571128845215,-139.26953125
1703764895281389045,0.1552869826555252,-0.10089543461799622,0.7187594771385193,1703764895237371072,0.25566190481185913,0.2418963611125946,-0.7467986345291138,-0.5642808675765991,1703764895268197692,0.788568377494812,-1.0219911336898804,2.214681386947632,1703764895263217951,216.59686279296875,82.84751892089844,111.83023834228516,1703764895257415647,4.423672199249268,-1.5848406553268433,1.5228947401046753,0.0,1703764895285528426,-702.2581787109375,-59.9099006652832,0.0,0.0,1703764895270029737,0.0,0.0,0.0,0.0,106.58473205566406,4.83709716796875,-138.96615600585938
1703764895289620196,0.15958961844444275,-0.09909773617982864,0.7379469275474548,1703764895246084780,0.24274887144565582,0.25661778450012207,-0.7606107592582703,-0.5446921586990356,1703764895277426547,0.769859790802002,-0.9612990617752075,2.141484260559082,1703764895272196783,133.0982666015625,67.92808532714844,115.09272766113281,1703764895265899916,3.338144063949585,-1.3803131580352783,2.003960371017456,0.0,1703764895294798263,-708.8862915039062,-69.60939025878906,0.0,0.0,1703764895279098637,0.0,0.0,0.0,0.0,109.6973876953125,5.030536651611328,-138.21014404296875
1703764895298904620,0.16519708931446075,-0.096062570810318,0.763961911201477,1703764895256575673,0.2402169108390808,0.26731711626052856,-0.7736150026321411,-0.5218765735626221,1703764895286326249,0.7475576400756836,-0.9049820303916931,2.051664352416992,1703764895279892094,86.80866241455078,55.361724853515625,116.9828109741211,1703764895274963284,1.9909429550170898,-1.1115225553512573,1.9906810522079468,0.0,1703764895302942603,-714.8709106445312,-79.86347961425781,0.0,0.0,1703764895288019067,0.0,0.0,0.0,0.0,109.95904541015625,5.316522598266602,-138.148681640625
1703764895307371387,0.1699008047580719,-0.09309623390436172,0.784390389919281,1703764895264998514,0.24528050422668457,0.27280864119529724,-0.7863697409629822,-0.4970247745513916,1703764895295570228,0.728386402130127,-0.8547765016555786,1.9538013935089111,1703764895288790933,77.73526000976562,44.1683349609375,130.63064575195312,1703764895283758466,1.4238122701644897,-0.9080924391746521,2.0994644165039062,0.0,1703764895311271956,-721.1563110351562,-90.3532485961914,0.0,0.0,1703764895297365328,0.0,0.0,0.0,0.0,112.84022521972656,6.57922887802124,-137.36386108398438
1703764895317078302,0.1738271564245224,-0.09021708369255066,0.8015025854110718,1703764895274157204,0.25269395112991333,0.27338525652885437,-0.7977690696716309,-0.4743087589740753,1703764895303903057,0.7188757061958313,-0.7998625636100769,1.8797616958618164,1703764895298135257,81.23892211914062,37.6879768371582,144.1834716796875,1703764895292728196,1.3812021017074585,-0.7272849678993225,2.3675663471221924,0.0,1703764895321230971,-727.4771728515625,-100.66055297851562,0.0,0.0,1703764895305742669,0.0,0.0,0.0,0.0,116.6961898803711,9.707864761352539,-136.7266082763672
